Serial No.,College Name,Rating,Pros,Cons
760,Hasmukh Goswami College of Engineering - [HGCE],3.6,"In this college, the faculty is very good, and the course curriculum is as per the university norms and conditions. | To all the students who have a good record and performance in all subjects and all semesters. | In this college, the faculty is very good, and the course curriculum is as per the university norms and conditions.","Choosing HGCE for engineering studies, especially mechanical engineering, was truly a terrible decision. | Choosing HGCE for engineering studies, and even specifically for mechanical engineering, was a truly awful idea."
761,Hindusthan Institute of Technology - [HITECH],4.1,"Students and faculty are well-being, like friends, and they teach very well. | Internships are good in our college. A lot of companies visit the campus and offer 40000 per month for selected students. For non-selected students, the department staff recommend core companies. | Students and faculty are well-being, like friends, and they teach very well.","It will continue until the final year, and the companies that visit are low-profile companies. | The hostel fees are also high, and the charge for the mess bill is also high. However, the quality of the food is not good. The content of items in the food is very low, and the same dishes are repeated every day. It is very disappointing for us."
762,Institute of Engineering and Technology - [IETR],3.7,Colleges conduct industry knowledge programs through which students can easily acquire the needs of industries from the employees. | Participating in an internship is an important experience to complement the learning that your student is doing in the classroom. | Colleges conduct industry knowledge programs through which students can easily acquire the needs of industries from the employees.,"If I rank the course structure and the books they refer to while teaching and studying a particular subject, it is really outdated, as it mainly belongs to the RTU. | For a single branch, only 4-5 companies visited and took in just 10-12 students, so the job opportunities are too poor."
763,KG Reddy College of Engineering and Technology - [KGRCET],4.0,I like my class rooms and best faculty in my college. | In my college the faculty is very good they are good at explaining concepts | I like my class rooms and best faculty in my college.,Ground for sports because as our college encourages in sports but it is looks small to us when other colleges participate | Area is very small in my campus we didn't have enough space for vehicles
764,KLN College of Information Technology - [KLNCIT],3.7,"I love my friends, maths staffs.annual day celebration. apart from that nothing to like much in klncit","No trees in college, no campus, no ground for sports,no friendly staffs, treated like school students"
765,KNS Institute of Technology - [KNSIT],3.7,"KNSIT is affiliated with VTU. The course curriculum is provided by VTU, and I think the course curriculum that our university is providing is the best. The exam structure is also very good. | They guide us for the internship program on campus with many well-known large firms, companies, etc., and also provide certification for the duration of the accompanying internship or training programs. | KNSIT is affiliated with VTU. The course curriculum is provided by VTU, and I think the course curriculum that our university is providing is the best. The exam structure is also very good.","Every year, only one or two students are getting placed in some companies with a low package. | In our college, there are no campus jobs. The management fee is very low, which means that compared to CET fees, our college fee is 10,000 less. We feel regretful about this as we are from KCET and have to pay extra fees compared to them."
766,KCC Institute of Technology and Management - [KCCITM],3.7,The teacher's teaching skills are excellent and provides help if students have doubts they even do doubt classes. | The things which I liked here is the faculty members who have a lot of experience teach here and the way they teach is also incredible . | The teacher's teaching skills are excellent and provides help if students have doubts they even do doubt classes.,"It's to boring in college because there is nothing to explore | I don't like the management of the college, its very bad."
767,Lakhmi Chand Institute of Technology - [LCIT],3.7,"People, faculty, environment, cafeteria. | Library, garden, basketball ground and parking area is well enough",no cons found
768,Lendi Institute of Engineering and Technology,4.0,Study curriculum it is one of the things I should which our college is best at | The efforts of faculty to give their best to the students | Study curriculum it is one of the things I should which our college is best at,"There is no Stationary in our college , and it is difficult some time | It is a non AC campus , so it becomes difficult in summer"
769,M.A.M College of Engineering - [MAMCE],3.2,"The staffs are free to students, the infrastructure is good for students | The building are looks very nice , and the people are more educated in surrounding","Hostel food average and canteen are also average in college | The facility in hostel are too bad , 16 members stay in big room like lorge"
770,Marri Laxman Reddy Institute of Technology & Management - [MLRITM],3.8,We had a good sitting area to talk and walk over there and we had a canteen get good food | Canteen has good seating area and quality of food is good | We had a good sitting area to talk and walk over there and we had a canteen get good food,"The college faculty is strict, and the exams are very difficult | In the rainy season our college is worst case due to rain water."
771,Maharaja Institute of Technology - [MIT],3.9,"The best course in India is engineering, with almost 4 lakh students joining the Bachelor of Engineering courses every year. There are a lot of job opportunities for engineers. The exam structure for engineering is conducted by Anna University. | I have still not entered to take part in the internship, but MIT provides a beautiful experience for interns. | The best course in India is engineering, with almost 4 lakh students joining the Bachelor of Engineering courses every year. There are a lot of job opportunities for engineers. The exam structure for engineering is conducted by Anna University.","The placement facility of our college is not good enough; only a few companies came to our college for campus recruitment. Yes, my college allows us to go for internships, but it doesnt provide internships from their side. | Extracurricular activities are not so good. Since our college timings are pathetic, from morning 8.30 am to evening 5 pm, there is no time for students to play at all, only study, study, and study. Sports activities generally take place only at the college cultural events."
772,Maharana Pratap Engineering College - [MPEC],3.7,The campus is very beautiful and the study method is excellent. | They encourage you to do your best in every sphere of life. | The campus is very beautiful and the study method is excellent.,Time management of college is very bad they not give leave and Saturday off . | Outing timing of the campus is bad if you are a hostel recident a.
773,Malla Reddy College of Engineering and Technology- [MRCET],4.0,College is very good in all categories and they will treat in good | A great canteen with delicious food and clean and hygiene maintenance. | College is very good in all categories and they will treat in good,I dont like 1st year classes and they are vey boring | I hate labs belongs circutal branches as I belong to IT department
774,Malla Reddy Institute of Technology - [MRIT],3.7,"The college has the best faculty for all the courses, and computer science students have the best faculty. | If the students perform well in an internship, then they will be hired as permanent employees with the best package. | The college has the best faculty for all the courses, and computer science students have the best faculty.","They will keep a period named sports instead of running the academic classes. | Literally, we are not even eating our food at least once a day, so you can imagine how bad it is."
775,Mallabhum Institute of Technology - [MIT],3.4,"The faculties are really coperative. And they support us really well. | Infrastructure is also average not that hyped one but good. | I like the college infrastructure, there are CCTV and smart classroom are available",The labs could be more well developed. And computer labs should have an air conditioner as well. | They could bring much better placements in our college. With better packages.
776,Malwa Institute of Science and Technology - [MIST],3.6,My college is good but not great becausesome fesility is not available | Library is good in these college map is good of library | Campus structure I like it most and its Audi and cantin is so cool,Buses issue and not properly get seets in the bus | Old books is available in college Library
777,Mewat Engineering College - [MECW],3.6,"There is a beautiful in wide area near Aravali belt which directly seen through libarary of college ,there is good view of libarary in college which fully gathered by student | Teachers teaching method very good there are about the subject and done syllabus before examination take assignment on time and help in lab each student separately to perform different test | The campus is much big and the large available","Campus placement the rarely proved , we have to search job himself this one"
778,Nagpur Institute of Technology - [NIT],3.8,"Every student get good placement well reputed and renowned companies, curriculum was excellent . | Campus is very good and feels good to be in college. | Every student get good placement well reputed and renowned companies, curriculum was excellent .",The College Is Away From The Town Making The Day To Day Attendance A Bit Boring | The college is away from the town making the day to day attendance a bit boring
779,P.B. College of Engineering - [PBCE],3.3,"Campus is very peaceful and specius to Have Peaceful mind | campus life, sports events, symposium, camteen | culturals, industrial visits, conference lab facilities",Transportation facilities is not much Good
780,Progressive Education Society's Modern College of Engineering - [MCOE],3.6,"Faculty members are very good at teaching, and they are also strict. All submissions given to you shall be submitted within a given time. If not submitted on time, you may face difficulties with your marks. | It is good in terms of internships, yet I have no experience with that. | Faculty members are very good at teaching, and they are also strict. All submissions given to you shall be submitted within a given time. If not submitted on time, you may face difficulties with your marks.","Unfortunately, it is embarrassing for us students that there is no new syllabus for Pune University (Savitribai Phule Pune University). | I think only 7-8 people were selected in the campus interview by the 4 companies."
781,Raghu Institute of Technology - [RIT],3.9,For the sports it is best and give us great opportunities. | Our college ambience is very nice and maintanance is also good | For the sports it is best and give us great opportunities.,Nothing like that but sometimes our teachers used to be strict at that time it's very scary.. | Hostel is soo bad and the food here is not good.
782,Rajiv Gandhi College of Engineering and Technology,3.4,Discipline and infrastructure and LIbrary and lab.,Canteen and timing and works and little stress.
783,Reva Institute of Technology and Management - [RITM],4.1,It was a brilliant course from principal dr. r p reddy to all the teacher every one was very good and approachable very good and knowledgeable staff all the teacher think about the students as their own children. | Students who want to study in reva.no need to worry about their carriers.they will provide best companies to your college.you just have to build that knowledge to crack the entrance exam. | It was a brilliant course from principal dr. r p reddy to all the teacher every one was very good and approachable very good and knowledgeable staff all the teacher think about the students as their own children.,"This college is affiliated with vtu and the syllabus is very tough but practical approach to any subject is not more. | It's bad for other branch students like civil, mechanical, electrical and electronics to find core companies."
784,SKP Engineering College,4.1,I liked my college canteen infrastructure because it gives peacefull environment | And then our college main auditorium is very attractive in nature | I liked my college canteen infrastructure because it gives peacefull environment,The Canteen was very Crowd and food Quantity was Low and High price | The Bus Transport Was Very Crowd most of student was standing in bus
785,"Scient Institute of Technology, Ibrahimpatnam",3.8,"I mainly liked the college environment and the faculty.The faculty has a close relationship between students and rectify their doubts in an understandable way. | The way they guide us for learning skills is vey good. | The Scient institute of technology is an institution which contains Five Departments like CSE, ECE, EEE, AIML and MBA",I mainly dislike some faculty because of their teaching skills.
786,Shree Swami Atmanand Saraswati Institute of Technology - [SSASIT],3.7,I am in mechanical department this is the most powerfull stream in engineering for me as im intersted in the research work. | There is a excellent opportunities for job because this is the best college in a south zone of gujarat technological university. | I am in mechanical department this is the most powerfull stream in engineering for me as im intersted in the research work.,"Placement is very bad comparing other engineering colleges.this is the list of companies which visited to college in the year 2015-2016: gemini communication,sheth design consultants,artoon solutions private limited ,idea to working, kintu design pvt. | Hostel facilities are not available in our college this problems are due to the location of the college."
787,St Xaviers Catholic College of Engineering - [SXCCE],4.1,"Campus, infrastructure, canteen, library, internet room, faculties, classmates | Independence given in college they won't control us like kg students.",Civil students also need placements that will encourage them
788,Surya Engineering College,3.8,no pros found,no cons found
789,T John Institute of Technology - [TJIT],3.8,Infrastructure of the college is good | They have big football ground where you can enjoy the sports | Some things that I liked about college is they have a very huge campus,Have the lots of rules make you feel like you are in elementary school | Have to be in the campus before 8:30am after that you won't be allowed to enter the college
790,Technocrats Institute of Technology - [TIT],3.9,"The placement where fully happens under the training and placement department and for placement drives the t&p cell conducts t&p classes from 1st year so that the student can get perfectly trained for drives. | Yes, one of the best way to improve our chance of finding employment after graduation is to participate in an internship during our college days | The placement where fully happens under the training and placement department and for placement drives the t&p cell conducts t&p classes from 1st year so that the student can get perfectly trained for drives.",Spending a day in college becomes very difficult if you do not have any group of friends. | The pavement way from the college gate to classes are very much bad all our polished shoes gets dirty untill we reach our classes
791,Teegala Krishna Reddy Engineering College,4.1,"Our campus life is awesome and our college is the best in encouragement | Canteen is very pleasant and have variety of options to eat, from breakfast to biryani to ice creams | Our campus life is awesome and our college is the best in encouragement",In our college the hostel cooking food is some what bad. | Surrounding was very tough and there was a lot of smoking.
792,Toc H Institute of Science and Technology - [TIST],4.1,"When it comes to the campus life, I enjoyed all the 4 years | The faculty was really friendly and I was able to approach them without any hesitation. | When it comes to the campus life, I enjoyed all the 4 years",Students coming up the hill find it very difficult to reach college
793,Walchand Institute of Technology - [WIT],3.8,"The best library is there in my college where I get study | I like the parking area , which is best for photography | The best library is there in my college where I get study",Canteen of the college is not good & quality can be improved | College time is not good it feels like going to school
794,Truba College of Science and Technology - [TCST],3.6,no pros found,no cons found
795,Jain College of Engineering - [JCE],3.7,"Yes, if you want to learn, they will help you and are happy to share all their knowledge with you anytime! | Many good companies, such as HCL, Cognizant, Mindtree, and TCS, came up to select students for both internships and jobs. | Yes, if you want to learn, they will help you and are happy to share all their knowledge with you anytime!",College staff cooperation is low as the number of students are more
796,M.A.M. College of Engineering and Technology - [MAMCET],3.1,no pros found,no cons found
797,Velammal College of Engineering and Technology - [VCET],4.2,"Unit test conducted so its easy to prepare for university exam and faculty are good in the computer science department and the faculty-student ratio is good, the teaching method is very good and the lab facility is good | Placement is a good lot of company are comming on campus to the placement and we have a lot of platform to annually upto 3.7 lakhs the salary is given. | Unit test conducted so its easy to prepare for university exam and faculty are good in the computer science department and the faculty-student ratio is good, the teaching method is very good and the lab facility is good","Bus facilities - college bus is not provided for certain places | Canteen food, mostly there won't be much food available"
798,Vignan Institute of Technology And Management,3.8,Teachers are goods and very helping toward students.nt | College campus is very good and food are good | I feel good where the faculty and management uplift us to organize our studies in a way which they clarify our doubts,The food quality is very bade and the clean ness is average | The library fasility is very bade the book quantity is low
799,Mangalmay Institute of Engineering and Technology - [MIET],4.1,The college is very good in studies and faculty is very good. | As the teachers are well trained and experienced who teach us. | The college is very good in studies and faculty is very good.,"They Give lots of assignments and sports system is not good.. | College is very small ,campus is just like ant compare to others college."
800,Jansons Institute of Technology - [JIT],4.4,"Very good and sparkling 2019_2020 update was very good enough. Yes, of course, I could gain knowledge through industrial experience as well. All the people in my department are very brilliant, and I really like Vidhya Gowri mam; she is very good. | Here, I wish to tell you about my wonderful internship offer. Jit offers us the opportunity to take an internship for three months with a stipend. | Very good and sparkling 2019_2020 update was very good enough. Yes, of course, I could gain knowledge through industrial experience as well. All the people in my department are very brilliant, and I really like Vidhya Gowri mam; she is very good.",No programs and other fest activities in our college | We don't have weekend holidays every Saturday is a working day
801,United Institute of Technology - [UIT],4.2,"Campus 's infrastructure, mess, culture, environment, opportunity | The teaching methods are good enough to understand | And the infrastructure of the college is good with peaceful environment",Parking is not good
802,Vidya Academy of Science and Technology - [VAST],4.0,"The college is run by a charitable trust and is registered under APJ Abdul Kalam Technological University. | The internship programme is good as we can choose any place, and they also recommend good places to us. | The college is run by a charitable trust and is registered under APJ Abdul Kalam Technological University.","They conduct exams for internals only after students have obtained 40% of marks; only then are they allowed to sit for the exam. | Not well, for some branches, Tata company prefers only a few. The opportunity for placement is low for other branches, but the students may find jobs elsewhere if they look outside."
803,Viswajyothi College of Engineering and Technology - [VJCET],3.7,"It conveys many subjects that are relevant and useful to the students. | In Viswajyothi College of Engineering and Technology, Vazhakulam, they provide numerous internships for the students. You will be assigned to an internship without losing attendance. Additionally, they support and encourage us to attend the internship. | It conveys many subjects that are relevant and useful to the students.","The placement opportunities for civil engineering and mechanical engineering are very limited compared to other branches. | There are 4 grounds (1 football court, 2 basketball courts, and 1 cricket court). The students are allowed to play on the grounds after classes until 6:30pm"
804,ICFAI Foundation for Higher Education - [IFHE],3.9,"There are many guest lectures that help us understand the organizational structure and enable us to create our own report based on it. | Internships are great here. Companies like Snyder Electronics, Mahindra and Mahindra, L&T, Sulakshana Circuits, and many others come for internships offers with good and acceptable stipends. | There are many guest lectures that help us understand the organizational structure and enable us to create our own report based on it.","I havent opted for the hostel, but the overall hostel experience is bad. They charge 64k per semester for the hostel, including mess fees. The food at the mess sucks, which makes it even more difficult to survive. Thats why there are many dhabas outside our college"
805,ICFAI University,4.3,Campus life | Infrastructure because it is very systematic and good quality | No ragging in the University is allowed. Discipline is very strict in the university.,College costs too much.
806,AP Goyal Shimla University,3.7,"The course I opted for is perfect over here; one just needs placement in the course of hotel management, and they offer 100% placement with a 100% guarantee. | The company offers good incentives for the stipend during the internship and even for the job as well. | The course I opted for is perfect over here; one just needs placement in the course of hotel management, and they offer 100% placement with a 100% guarantee.",Transportation systems is not good for those who not in hostel | The food in the hostel mess is just fine...not so good
807,Mohammad Ali Jauhar University,3.8,There was a good quality social interactions between students and teachers. The environment was too good. | The faculty's expertise was another level. They all well qualified and IIT professor and PHD holders. | Transport facility available in the university,The canteen was not good they are unhygenic. The quality of food they serve are not eatable.
808,PCTE Group of Institutes,3.9,"The faculty is well-experienced and helpful to students in terms of both academia and co-curricular activities. | An internship opportunity is being offered by a college management company. Visit the company for conducting interviews. It all depends on you - if you perform your best, your chances of selection will increase. | The faculty is well-experienced and helpful to students in terms of both academia and co-curricular activities.","Its very bad, I must say. Whatever was being told to us is only 5% true. I am very disappointed. Hardly any practicals are done, and even those are not taken seriously. The cost that my father paid for this course is not worth what I have gained in the last 4 years. | Students are either securing their own placements or being placed at a salary of Rs 6000 per month."
809,Dayananda Sagar Institutions - [DSI],4.0,"They have three internals per semester, and the course B.Com is under Bangalore University. They conduct timely exams, which help in improving our studies and enable us to obtain good marks. My studies are good. | The companies that came for the placement cell were some of the best companies, including big names such as HP, Amazon, Rupa Publications, and many more. | They have three internals per semester, and the course B.Com is under Bangalore University. They conduct timely exams, which help in improving our studies and enable us to obtain good marks. My studies are good.","They do take an industrial visit to show the working of big machines. | Only a few students from my batch, and even from my seniors, had gotten jobs from college placement."
810,Bangalore Technological Institute - [BTI],3.1,Infrastructure has been improved from the day i joined. Still can do better | Faculties have friendly relationship with students | The Friendly nature of hostel and college teachers.,Canteen is most important part of college and the food they provide is not at all good | There is no public transport facility to reach this college
811,A. C. Patil College of Engineering - [ACPCE],3.3,"Because faculties are awesome at teaching, they give us practical examples from our day-to-day life, which helps us understand the syllabus. | Very good, I learned a lot during my internship which was obtained through college placements. The process involved appearing for interviews, including an aptitude test, group discussion, and a technical interview. | Because faculties are awesome at teaching, they give us practical examples from our day-to-day life, which helps us understand the syllabus.","Students have to search for it on their own. This year, only a few companies came to our campus for placement. | Still, very few companies visited the college; they were not happy with the overall quality of the students, and the skills required to crack these companies were not focused on college at all."
812,Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,3.6,"The CSE branch is very good, the best and the neatest branch. The faculty is also friendly, but some of them show partiality towards lateral entries. So, please do not repeat this for my juniors. We are losing our motivation to study and get a job. | No, but my department head is very experienced and popular. He helps students to do internships in many companies. | The CSE branch is very good, the best and the neatest branch. The faculty is also friendly, but some of them show partiality towards lateral entries. So, please do not repeat this for my juniors. We are losing our motivation to study and get a job.","The hotel rooms are big, but sharing beds for three people. The food was pathetic in the hostel canteen and mess. | To conclude, PVPP is a pretty decent college, having all the right ingredients to churn out future engineers."
813,PPG Institute of Technology - [PPGIT],4.0,no pros found,no cons found
814,Vadodara Institute of Engineering,3.7,"Yes, our university is gujarat technological university so his set curriculum and the exam structure is very relevant, research-driven and fair. | Our college don't having that much good placement like mncs but our college gives the facility to be placed to the students i also got placed in rs foils pvt. | Yes, our university is gujarat technological university so his set curriculum and the exam structure is very relevant, research-driven and fair.","In our college placement and job opportunities is average.in about 100 students, maximum 30 students get the job opportunities from the college campus.mean a this college is not good for placement and job opportunities."
815,JD College of Engineering and Management,4.0,"The campus is really nice. Like the greenery and all is amazing. | The maintanence of the campus is good , like the trees and all. | The experience are good in college faculty and batchmates are nice","Some of the facilities like canteen hygiene, water cooler hygiene is a bit bad | The behaviour of come staff members is not so good."
816,Shree L. R. Tiwari College of Engineering - [SLRTCE],3.8,"The teacher in college are excellent , and they provide solutions to any problem that arise. | Fest , placement and activities organized that is also very good. | The teacher in college are excellent , and they provide solutions to any problem that arise.",Water quality is not good in the college and not sufficient also | The decrese in the number of companies visiting the college this year is also seen as negative aspect.
817,Apex Professional University - [APU],3.7,no pros found,no cons found
818,Haridwar University,4.6,The Campus Life And The Cafeteria Of This University Is Marvelous | The campus life and the cafeteria of this University is marvelous | The Campus Life And The Cafeteria Of This University Is Marvelous,"It allows at 5 to 6 pm onwards which were slightly disappointed. | Although wifi facility is present here, but the speed and connectivity of wifi is here is very bad."
819,Providence College of Engineering,4.0,"I really like the infrastructure of the college. | The clean campus and the great atmosphere. If provides a good ambience for academics. | Good people, good teacher and good student.","The sports ground could be a bit more cleaner. Also courts for sports like badminton should be made. | The schedule is a bit packed, which in some cases causes stress and tension."
820,Dr. NGP Institute of Technology,4.1,The Dress Code Of Our College Is Formal So That The Thing Make Us Gentlemen | Infrastructure Of College is Stunning and The Level was Above the Other College | I like they give important to desciplne studies are next,Student Should Come in a Clean shave and Short hair cut | Duration of Classes are More then 45 min is 55 min
821,Gwalior Engineering College - [GEC],2.4,no pros found,no cons found
822,United Group of Institutions - [UGI],3.8,Efforts put by faculty and staff for the best quality education | Faculty members was also good on the basis of their b ehaviour | Efforts put by faculty and staff for the best quality education,"Gaurd not good gaurd was so strict in when we late on collge time they do not give entry | Class size small i think ,and some teachers are not good"
823,Sarvepalli Radhakrishnan University - [SRK],3.5,Things i like in the college is its environment and vibes | It is better than mbbs college of rkdf in many ways | College interior labs canteen especially and many more the teachers,They will put fine in everything you do which is not good | No one comes for help when management tortures you
824,Ajeenkya DY Patil University - [ADYPU],3.8,I chose this college because of the good campus infrastructure and it was a good option considering my marks. | The experience of the internship job was awesome. They supported the student until the end of it. | I chose this college because of the good campus infrastructure and it was a good option considering my marks.,"Their placement is not up to par because I got a job with a very low salary package. | As there is no fee hike, the cost to study is also minimal."
825,H.V.P.Mandal's College of Engineering & Technology,3.6,This college is having very good staff.The teachers are very friendly and helps students in there studies | This college which is under hvpm mandal is best for students who are intrested in sports as all facilities are provided for each sport | Faculty members teaching mechanism,This college provides moderate facilities.The college campus is very small. | The canteen food is taste less and very less items are available in college canteen
826,"Faculty of Engineering Sciences & Technology, Adani University - [FEST]",3.7,"Apart from experienced in-house faculty, students benefit from the expertise and experience of leading names in the infrastructure industry who teach, guide, and mentor them. | Kindly visit aii.ac.in, the college website for companies, and the company will change according to your field. | Apart from experienced in-house faculty, students benefit from the expertise and experience of leading names in the infrastructure industry who teach, guide, and mentor them.","Since infrastructure is also present in the course, some of the subjects are additional or different compared to those offered by other institutions. | The government gives a 50% discount or 50000, which is low in the fee structure. However, the condition is that the students fathers income is less than 600000 or 600000."
827,IAMR Group of Institutions - [IAMR],3.8,I liked all the facilities of my college | I liked the education system of my college | The awareness and the take care of hygiene in the college were taken place,Rules of the college is the thing that I dislike about college | So much strictness is also a thing that I dislike
828,Amritsar Group of Colleges - [AGC],4.0,In classes if you have any doubt you can ask without any hasitation. | Teachers are very polite except one or two people and others talk with you on your professional life how you're like take turns and how manage your life and other stuff. | College infrastructure is very much good,In classroom's they provide ac only for show piece. | The teaching method or curriculum is very unreasonable in first semester why a computer science student learn about welding and carpenting.
829,Gokul Global University - [GGU],3.7,I like my college or university infrastructure . | I like there library facility and all the books are there for reading | College infrastructure are also beautiful,I dislike there western culture promotion. | In there BA(history) there own or official books are not there they used hngu books.
830,Jawahar Engineering College,4.3,no pros found,no cons found
831,World College of Technology and Management - [WCTM],3.5,"College annual function 'ZENITH' , celebrity events, learning in labs, coordination with teachers makes me very happy | Excellent experience, AC classrooms, AC labs, AC library, wifi facilities, sports facilities, my friends , faculties all are vey good | College annual function 'ZENITH' , celebrity events, learning in labs, coordination with teachers makes me very happy",Sometime college conduct seminars which is not for any study related and force student to take interest in it which is really boring | The behaviour of non teaching staff the behaviour is very rude
832,Adhi College of Engineering and Technology - [ACET],3.8,Food for hostel students in the college is very well | Drinking water facilities also available in good manner | I like teaching skills of faculties and its so understanding,They have poor transport facilities other than college bus | The college is located at out of the city
833,Adichunchanagiri Institute of Technology- [AIT],3.6,"My college is under Visvesvaraya Technological University, which is one of the best universities in India. | The college internship was good. Triveni Industries was one of the companies that came to the college to offer an internship to the students. | My college is under Visvesvaraya Technological University, which is one of the best universities in India.","As the IT industry was sliding down, only a few companies, around 5 or 6, were emerging. These companies include recruiters such as TCS, HCL, and TechMetC. | It was really bad. Courses are bad because they have the oldest syllabus, and it is of no use."
834,Aligarh College of Engineering and Technology - [ACET],3.3,"Its so good to take the exam at AKTU University, and I was very happy to have given all of my exams successfully. It was a good experience. | They dont have a good placement cell. Those who take an interest are just wasted. The main thing is that Management doesnt want to invest, they just let you have a degree and go. | Its so good to take the exam at AKTU University, and I was very happy to have given all of my exams successfully. It was a good experience.","I joined the computer science and engineering course. The curriculum was devastating for students future, and the faculties are not qualified to teach students. Studies and technology are way beyond the old college campus which is very small - no park, no stadium, no proper library, etc. | There was no procedure for internships for any student there; it was a completely privately run college."
835,Allenhouse Institute of Technology,3.7,"I will say that PSIT has one of the best academic programs when compared to other colleges. | I dont know about internships and other things, but yes, there are ample opportunities for a student to get an internship, because there are many seniors who talk about it. So, from there, I came to know that there are many options for internships. | I will say that PSIT has one of the best academic programs when compared to other colleges.","In the college, there are no scholarship schemes and no other facilities to provide loans to middle or lower-class families who are unable to pay the college fees"
836,Amrita School of Engineering - [ASE],4.0,"The course curriculum, not limited to Chemical Engineering/Polymer Engineering, is one of the best in the state. | Kerala Water Authority - It was a very good experience working with the state government company. I really had a good time learning and experimenting with stuff. It was a non-paid internship. | The course curriculum, not limited to Chemical Engineering/Polymer Engineering, is one of the best in the state.","For the first year, the small room is shared among four members, and the food at the hostel mess is very, very bad. | For educational purposes, this college stands above all, but the rules are very strict. Non-vegetarian food is not allowed inside the campus, and neither are aerated drinks. We felt bad about the food."
837,Anjalai Ammal Mahalingam Engineering College - [AAMEC],3.9,"Good college . Maximum 8-10 years experienced staff,I like way of teaching . | If you have any doubt to clarify at a time ,if you satisfied clearing doubt then only moving next topic. | The lab facilities in all the department",if you have failed one subject they will treat separatly
838,CSI College of Engineering - [CSICE],3.5,The College Functions and Staff Teachings | Yeah My College campus very engagement and well... | I like the atmosphere of the college. It is maintained very clean and neat,I dont Know well I like All the things in the college | i dont know so I cannot Write the answer
839,Channabasaveshwara Institute of Technology - [CIT],3.7,Academic credentials professor with advanced degree and significant and research contribution in their fields . | The faculties are very friendly and they are always take personal care of students in mentor wise | The fests and club activities done very well in every year,Parking issues insufficient parking spaces leading to difficulties for students who commute and poorly managed parking facility | Limited skills development courses that do not adequately focus on developing key skills such as critical thinking communication an teamwork
840,Chirala Engineering College - [CEC],3.5,good staff to guide to study in consept to knowlage | good nature to study in lab and class with friends | Good and excellent experience and we have almost all facilities,noting to dislike in our college to say about my college | noting to say about my college to say in college
841,EASA College of Engineering and Technology - [ECET],3.8,no pros found,no cons found
842,GM University,3.8,"Creative environment of understanding both girls and boys mutual respect,varying perspective,and equal leadership opportunities among girls and boys. | Teaching quality of education is also very good our professers are also helpful for us | Surroundings i mean the greenary around the college and the atmosphere there everyone is best.",About money they will ask so many times for semester it's to bad if we didn't pay they will not give chance to write exam | About paying money in account because they will not react correctly and. They always scold for us
843,Gates Institute of Technology-[GIT],3.9,I liked the variety of clubs which may encourage students and thier innovative ideas. | The first thing I liked in this college is the friendliness nature of the faculty | I liked the variety of clubs which may encourage students and thier innovative ideas.,The last what i dislike is there is less quantity of computers in labs
844,Geeta Engineering College - [GEC],4.4,"The course was perfect for me there because the lecturer and the practical labs were fully equipped with lots of experimental equipment. The library facility and hostel were also great. I would rate it 5/5. | They, but I was out for the service just after exams. I selected to do a job just after the exam, but they do their best as they can for their students. | The course was perfect for me there because the lecturer and the practical labs were fully equipped with lots of experimental equipment. The library facility and hostel were also great. I would rate it 5/5.","The hike was approximately 10% per year. Financial assistance is provided by the management to poor and female students. | Its not that the college focuses only on sports, but during your course duration, you will have opportunities to participate in sports and other activities as they are also a part of the system"
845,Gharda Institute of Technology-[GIT],4.1,"The course curriculum was good, and the faculty members are very talented based on the subjects they taught. | Yes, many platforms are available on the college campus as well as online. Internshala is one of the best platforms among them. | The course curriculum was good, and the faculty members are very talented based on the subjects they taught.","College does not provide internships, but it does offer other facilities through which students can earn some money while learning. | I didnt opt for scholarships or an education loan from any bank, but there were scholarships available for students of other castes"
846,Hooghly Engineering and Technology College - [HETC],3.7,"It's an anti ragging college so there is over all a very good relations among the classmates, seniors nd juniors etc | Lab is very good and the everything machine is on work condition | It's an anti ragging college so there is over all a very good relations among the classmates, seniors nd juniors etc",Some faculties are bad which change the Atmosphere of the college | College managment is very poor the are not even well trained
847,Institute of Engineering & Technology,4.1,The first good thing of my college is environment. | the whole staff and management is good and very inetlligent,the first thing i dont like of my college is location it is very far from city. | and the second thing of my college is games. There is no games in my college
848,Info Institute of Engineering - [IIE],3.7,Sports activities are very nice and friendly campus | Scholarship and Campus placements are available here | Good Teaching and Many club activities are conducted,There is no alumini meet in college. There is no interaction with seniors | Extra curricular activities in this college in not that better
849,Jawaharlal Nehru National College of Engineering - [JNNCE],3.7,"I have taken a computer science course in college. It is a very good college for computer science subjects. | As per the University rule, students were not supposed to opt for an internship. However, we successfully submitted projects under the guidance of the assigned lecturer. | I have taken a computer science course in college. It is a very good college for computer science subjects.","No, internships are not carried out by the college, but we students attend them separately. However, the college does provide skill development programs and other technical skill development programs. | The college provides skill-developing programs and other technical skill-developing programs, but the placements are not good. There are no campus selections for civil students, especially when compared to other colleges. Additionally, they charge fees for placements, but it is a waste."
850,KMEA Engineering College - [KMEA EC],4.2,Gives Value for money good quality teaching | Best programmes are conducted we can enjoy | The is big around 100 of acers situated in a hill.,Bad college campus they use less money for maintenance
851,Kalpataru Institute of Technology - [KIT],4.0,no pros found,no cons found
