Serial No.,College Name,Course,Fees,Eligibility,Application Date
550,Sri Krishna Institute of Technology - [SKIT],"BE
7 Courses",2.2 Lakhs - 7.64 Lakhs (Total Fees),10+2 with 45%,24 May - 17 Jun 2024
551,Sriram Engineering College - [SEC],"BE
11 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
551,Sriram Engineering College - [SEC],"B.Tech
1 Course",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
551,Sriram Engineering College - [SEC],"BE {Lateral}
8 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
551,Sriram Engineering College - [SEC],"ME
4 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
552,St. Thomas College of Engineering and Technology- [STC],"B.Tech
8 Courses",5.02 Lakhs (Total Fees),10+2 with 50% + KEAM,17 Mar - 31 Jul 2024
552,St. Thomas College of Engineering and Technology- [STC],"B.Tech {Lateral}
5 Courses",4.02 Lakhs (Total Fees),Diploma,-
553,Swami Vivekananda Institute of Science and Technology - [SVIST],"B.Tech
6 Courses","99,000 (1st Year Fees)",10+2 with 45%,28 Dec - 27 Jan 2024
553,Swami Vivekananda Institute of Science and Technology - [SVIST],"B.Tech {Lateral}
5 Courses","99,000 (1st Year Fees)",Diploma,-
553,Swami Vivekananda Institute of Science and Technology - [SVIST],"Polytechnic
2 Courses","49,600 (1st Year Fees)",10th,-
553,Swami Vivekananda Institute of Science and Technology - [SVIST],"MBA
6 Courses",2.65 Lakhs (1st Year Fees),Graduation,-
554,Techno International New Town - [TINT],"B.Tech
13 Courses",1.45 Lakhs (1st Year Fees),10+ 2,28 Dec - 27 Jan 2024
554,Techno International New Town - [TINT],"B.Tech {Lateral}
13 Courses",1.36 Lakhs - 3 Lakhs (1st Year Fees),Diploma,-
554,Techno International New Town - [TINT],"BCA
1 Course",1.05 Lakhs (1st Year Fees),10+2,-
554,Techno International New Town - [TINT],"B.Sc
2 Courses",1.11 Lakhs (1st Year Fees),10+2,-
554,Techno International New Town - [TINT],"BBA
1 Course",1.05 Lakhs (1st Year Fees),10+2,-
555,Theem College of Engineering - [TCOE],"BE
8 Courses","64,000 (1st Year Fees)",10 + 2 + JEE Main,16 Jan - 28 Jul 2024
555,Theem College of Engineering - [TCOE],"Polytechnic
4 Courses","35,000 (1st Year Fees)",10 + 2,-
556,Xavier Institute of Engineering - [XIE],"BE
5 Courses",6.24 Lakhs (Total Fees),10+2 with JEE Main,16 Jan - 28 Jul 2024
557,Velammal Institute of Technology - [VI-Tech],"BE
5 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
557,Velammal Institute of Technology - [VI-Tech],"B.Tech
2 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
557,Velammal Institute of Technology - [VI-Tech],"BE {Lateral}
4 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
557,Velammal Institute of Technology - [VI-Tech],"B.Tech {Lateral}
1 Course",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
558,Vignan's Institute of Information Technology - [VIIT],"B.Tech
11 Courses","57,200 (1st Year Fees)",10+2 + EAMCET,11 Mar - 25 Jul 2024
558,Vignan's Institute of Information Technology - [VIIT],"MBA
1 Course","47,500 (1st Year Fees)",Graduation with 50% + ICET,20 Mar - 19 Apr 2024
558,Vignan's Institute of Information Technology - [VIIT],"M.Tech
8 Courses","43,000 (1st Year Fees)",Graduation,23 Mar - 12 May 2024
558,Vignan's Institute of Information Technology - [VIIT],MCA,"50,300 (1st Year Fees)",Graduation + ICET,20 Mar - 19 Apr 2024
559,Knowledge Institute of Technology - [KIOT],"BE
5 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
559,Knowledge Institute of Technology - [KIOT],"B.Tech
3 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
559,Knowledge Institute of Technology - [KIOT],"MBA
1 Course","41,000 (Total Fees)",-,10 June - 04 Jul 2024
559,Knowledge Institute of Technology - [KIOT],"ME
4 Courses","60,000 (Total Fees)",Graduation,15 Apr - 14 May 2024
560,Vasireddy Venkatadri Institute of Technology - [VVIT],"B.Tech
11 Courses","60,500 (1st Year Fees)",(10+2) + EAMCET,11 Mar - 25 Jul 2024
560,Vasireddy Venkatadri Institute of Technology - [VVIT],"B.Tech {Lateral}
10 Courses",1.82 Lakhs (Total Fees),10+3 with ECET,-
560,Vasireddy Venkatadri Institute of Technology - [VVIT],"M.Tech
5 Courses","71,500 (1st Year Fees)",Graduation + GATE/PGECET,23 Mar - 12 May 2024
560,Vasireddy Venkatadri Institute of Technology - [VVIT],MCA,"50,000 (1st Year Fees)",Graduation + ICET,-
561,Sushant University,"B.Tech
13 Courses",2.03 Lakhs - 2.14 Lakhs (1st Year Fees),10+2 with 50%,29 May - 07 Aug 2024
561,Sushant University,"B.Sc
4 Courses",1.28 Lakhs - 1.6 Lakhs (1st Year Fees),10+2 with 50%,15 Aug 2024
561,Sushant University,"MBA
3 Courses",2.91 Lakhs - 3.53 Lakhs (1st Year Fees),Graduation,26 Dec - 15 Aug 2024
561,Sushant University,"B.Des
7 Courses",4.19 Lakhs (1st Year Fees),10+2 with 50%,15 Aug 2024
561,Sushant University,"Ph.D
10 Courses",2.01 Lakhs (1st Year Fees),Post Graduation,18 Jan 2024
562,William Carey University - [WCU],"B.Tech
12 Courses","81,000 (1st Year Fees)",10+2,no data found
562,William Carey University - [WCU],"M.A
17 Courses","46,000 - 72,000 (1st Year Fees)",Graduation,no data found
562,William Carey University - [WCU],"M.Sc
20 Courses","72,000 - 82,000 (1st Year Fees)",Graduation,no data found
562,William Carey University - [WCU],"Diploma
12 Courses","54,000 - 76,500 (Total Fees)",10 + 2,no data found
562,William Carey University - [WCU],"MBA
3 Courses","66,000 - 84,000 (Total Fees)",Graduation,no data found
563,Career Point University - [CPU],"B.Tech
7 Courses",1.28 Lakhs - 1.45 Lakhs (1st Year Fees),10+2,15 Aug 2024
563,Career Point University - [CPU],"B.Sc
11 Courses","29,000 - 59,000 (1st Year Fees)",10+2,15 Aug 2024
563,Career Point University - [CPU],"MBA
14 Courses",1.18 Lakhs - 1.45 Lakhs (1st Year Fees),Graduation,26 Dec - 15 Aug 2024
563,Career Point University - [CPU],"BCA
3 Courses","63,000 - 85,000 (1st Year Fees)",10+2,15 Aug 2024
563,Career Point University - [CPU],"M.Sc
14 Courses","30,000 - 91,000 (1st Year Fees)",Graduation,26 Dec - 15 Aug 2024
564,SRMIST Delhi NCR Campus,"B.Tech
13 Courses",1.96 Lakhs - 2.21 Lakhs (1st Year Fees),10+2 with 50%,10 Nov - 15 Jun 2024
564,SRMIST Delhi NCR Campus,"B.Sc
2 Courses","76,000 (1st Year Fees)",10+2,20 Jan - 03 Jul 2024
564,SRMIST Delhi NCR Campus,"MBA
5 Courses",2.21 Lakhs (1st Year Fees),Graduation with 50%,20 Jan - 03 Jul 2024
564,SRMIST Delhi NCR Campus,"BBA
1 Course",1.01 Lakhs (1st Year Fees),10+2 with 50%,20 Jan - 03 Jul 2024
564,SRMIST Delhi NCR Campus,"Ph.D
9 Courses","8,000 - 30,000 (1st Year Fees)",Post Graduation,-
565,"Chhotubhai Gopalbhai Patel Institute of Technology, Uka Tarsadia University - [CGPIT]","B.Tech
12 Courses","87,000 (1st Year Fees)",10+2 with 45%,1 Apr - 03 Jul 2024
565,"Chhotubhai Gopalbhai Patel Institute of Technology, Uka Tarsadia University - [CGPIT]","M.Tech
9 Courses",1.43 Lakhs (1st Year Fees),Graduation,20 June - 01 Jul 2024
565,"Chhotubhai Gopalbhai Patel Institute of Technology, Uka Tarsadia University - [CGPIT]","Polytechnic
4 Courses","87,000 (1st Year Fees)",10th,-
565,"Chhotubhai Gopalbhai Patel Institute of Technology, Uka Tarsadia University - [CGPIT]","B.Tech {Lateral}
10 Courses","87,000 (1st Year Fees)",Diploma,-
566,K.S. School of Engineering and Management- [KSSEM],"BE
7 Courses",3.58 Lakhs - 7.64 Lakhs (Total Fees),10+2 with 45% + KCET,24 May - 17 Jun 2024
566,K.S. School of Engineering and Management- [KSSEM],"MBA
1 Course",1.28 Lakhs (Total Fees),Graduation with 50% + KMAT,-
566,K.S. School of Engineering and Management- [KSSEM],"M.Tech
4 Courses","69,300 (Total Fees)",Pass in Graduation + GATE,27 May - 17 Jun 2024
567,Vivekananda Institute of Technology - [VIT],"B.Tech
8 Courses","88,000 - 7.76 Lakhs (Total Fees)",10+2 with 45%,27 June - 17 Jul 2024
567,Vivekananda Institute of Technology - [VIT],"B.Tech {Lateral}
4 Courses","88,000 (1st Year Fees)",Diploma,-
568,PERI Institute of Technology - [PERIT],"BE
6 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
568,PERI Institute of Technology - [PERIT],"B.Tech
3 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
568,PERI Institute of Technology - [PERIT],"ME
4 Courses","60,000 (Total Fees)",Graduation,15 Apr - 14 May 2024
569,Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology - [VPKBIET] Baramati,"BE
7 Courses","96,000 (1st Year Fees)",10+2 with JEE Main,16 Jan - 28 Jul 2024
569,Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology - [VPKBIET] Baramati,"ME
6 Courses","70,000 (1st Year Fees)",Pass in Graduation + GATE,9 July - 29 Jul 2024
569,Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology - [VPKBIET] Baramati,"BE {Lateral}
7 Courses","95,000 (1st Year Fees)",10 + 3 with JEE Main,-
570,Adhiparasakthi College of Engineering Arcot - [APCE],"BE
5 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
570,Adhiparasakthi College of Engineering Arcot - [APCE],"B.Tech
1 Course",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
570,Adhiparasakthi College of Engineering Arcot - [APCE],"MBA
1 Course","41,000 (Total Fees)",Graduation,10 June - 04 Jul 2024
570,Adhiparasakthi College of Engineering Arcot - [APCE],"M.E
2 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
571,SRM Institute of Science and Technology Ramapuram Campus,no data found,no data found,no data found,no data found
571,SRM Institute of Science and Technology Ramapuram Campus,no data found,no data found,no data found,no data found
571,SRM Institute of Science and Technology Ramapuram Campus,no data found,no data found,no data found,no data found
571,SRM Institute of Science and Technology Ramapuram Campus,no data found,no data found,no data found,no data found
571,SRM Institute of Science and Technology Ramapuram Campus,no data found,no data found,no data found,no data found
572,St. Andrews Institute of Technology and Management - [SAITM],"B.Tech
6 Courses","98,500 (1st Year Fees)",10+2 with 45%,29 May - 07 Aug 2024
572,St. Andrews Institute of Technology and Management - [SAITM],"MBA
5 Courses",1.3 Lakhs (1st Year Fees),Graduation with 50%,-
572,St. Andrews Institute of Technology and Management - [SAITM],"BCA
1 Course","78,500 (1st Year Fees)",10+2 with 45%,-
572,St. Andrews Institute of Technology and Management - [SAITM],"BBA
1 Course","78,500 (1st Year Fees)",10+2 with 45%,-
572,St. Andrews Institute of Technology and Management - [SAITM],"B.Tech {Lateral}
6 Courses","98,500 (1st Year Fees)",Diploma with 45%,-
573,CMR Technical Campus - [CMRTC],"B.Tech
4 Courses",1.05 Lakhs (1st Year Fees),10+2 + EAMCET,3 Mar - 02 May 2024
573,CMR Technical Campus - [CMRTC],"MBA
1 Course","65,000 (1st Year Fees)",Graduation with 45% + ICET,7 Mar - 30 Apr 2024
573,CMR Technical Campus - [CMRTC],"M.Tech
2 Courses","60,000 (1st Year Fees)",Graduation + GATE,-
573,CMR Technical Campus - [CMRTC],"B.Tech {Lateral}
6 Courses",1.05 Lakhs (1st Year Fees),10+2 with 45% + TSECET,-
574,"SRM, Institute of Technology","B.Tech
6 Courses",1.18 Lakhs (1st Year Fees),10+2 with 60% + SRMJEEE,no data found
574,"SRM, Institute of Technology","Polytechnic
5 Courses","50,000 (1st Year Fees)",-,no data found
574,"SRM, Institute of Technology","BCA
1 Course","70,000 (1st Year Fees)",10+2,no data found
574,"SRM, Institute of Technology","B.Sc
1 Course","60,000 (1st Year Fees)",10+2,no data found
574,"SRM, Institute of Technology","B.Tech {Lateral}
6 Courses",1.18 Lakhs (1st Year Fees),10+3 with 60% + SRMJEEE,no data found
575,"University College of Engineering, JNTUK","B.Tech
8 Courses","15,300 (1st Year Fees)",10+2 with 45% + AP EAMCET,11 Mar - 25 Jul 2024
575,"University College of Engineering, JNTUK","M.Tech
6 Courses","58,500 (1st Year Fees)",Graduation with 50% + PGECET,23 Mar - 12 May 2024
575,"University College of Engineering, JNTUK","B.Tech {Lateral}
7 Courses","13,300 - 15,300 (1st Year Fees)",10+3 with 45% + AP ECET,-
575,"University College of Engineering, JNTUK",MCA,"35,500 (1st Year Fees)",Graduation with 50% + APICET,20 Mar - 19 Apr 2024
576,St.Joseph's Institute of Technology - [SJIT],"BE
6 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
576,St.Joseph's Institute of Technology - [SJIT],"B.Tech
1 Course",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
576,St.Joseph's Institute of Technology - [SJIT],"MBA
1 Course","41,000 (Total Fees)",Graduation,10 June - 04 Jul 2024
576,St.Joseph's Institute of Technology - [SJIT],"ME
1 Course","60,000 (Total Fees)",Graduation,15 Apr - 14 May 2024
577,Ramco Institute of Technology - [RIT],"BE
7 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
577,Ramco Institute of Technology - [RIT],"B.Tech
1 Course",2.2 Lakhs (Total Fees),10+2 with 50% + TNEA,6 May - 11 Jun 2024
577,Ramco Institute of Technology - [RIT],"BE {Lateral}
5 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
578,ITM Vocational University - [ITMVU],"B.Tech
8 Courses","66,500 - 69,500 (1st Year Fees)",10+2 with PCM,1 Apr - 31 Aug 2024
578,ITM Vocational University - [ITMVU],"B.Sc
2 Courses","31,500 - 41,500 (1st Year Fees)",10+2,31 Aug 2024
578,ITM Vocational University - [ITMVU],"MBA
4 Courses",2.05 Lakhs (1st Year Fees),Graduation with 50%,21 June - 31 Aug 2024
578,ITM Vocational University - [ITMVU],"Diploma + B.Tech
3 Courses","47,500 (1st Year Fees)",10th or ITI pass,31 Aug 2024
578,ITM Vocational University - [ITMVU],"BCA
2 Courses","78,500 (1st Year Fees)",10+2,31 Aug 2024
579,"Greater Noida Institute of Technology, IPU - [GNIT]","B.Tech
4 Courses",1.1 Lakhs (1st Year Fees),10+2 with 55%,1 Feb - 15 Apr 2024
579,"Greater Noida Institute of Technology, IPU - [GNIT]","B.Tech {Lateral}
4 Courses",1.1 Lakhs (1st Year Fees),10+3 with 60%,-
580,Netaji Subhas University - [NSU],"B.Tech
8 Courses",2.8 Lakhs (Total Fees),10+2 with 50%,no data found
580,Netaji Subhas University - [NSU],"B.Sc (Nursing)
1 Course",4 Lakhs (Total Fees),10+2 with 45%,no data found
580,Netaji Subhas University - [NSU],"BCA
1 Course",2.4 Lakhs (Total Fees),10+2 with 45%,no data found
580,Netaji Subhas University - [NSU],"BBA
1 Course",2.4 Lakhs (Total Fees),10+2 with 40%,no data found
580,Netaji Subhas University - [NSU],"MBA
12 Courses",3 Lakhs (Total Fees),Graduation with 50%,no data found
581,Greater Noida Institute of Technology (Engineering Institute),"B.Tech
9 Courses",1.49 Lakhs (1st Year Fees),10+2 with 50% + UPTAC,31 May - 30 Jul 2024
581,Greater Noida Institute of Technology (Engineering Institute),"M.Tech
4 Courses","70,000 (1st Year Fees)",Graduation with 50%,31 May 2024
581,Greater Noida Institute of Technology (Engineering Institute),"B.Tech {Lateral}
9 Courses",1.08 Lakhs (1st Year Fees),Diploma with 50% +UPTAC,-
581,Greater Noida Institute of Technology (Engineering Institute),"MBA
1 Course",1.51 Lakhs (1st Year Fees),Graduation with 50%,31 May - 10 Jul 2024
581,Greater Noida Institute of Technology (Engineering Institute),MCA,1.24 Lakhs (1st Year Fees),Graduation with 50%,31 May - 10 Jul 2024
582,Arunodaya University,no data found,no data found,no data found,no data found
583,Shri Guru Ram Rai University - [SGRRU],"B.Sc
18 Courses","28,150 - 1.06 Lakhs (1st Year Fees)",10+2 with 45%,30 Aug 2024
583,Shri Guru Ram Rai University - [SGRRU],"M.Sc
30 Courses","26,650 - 1.95 Lakhs (1st Year Fees)",Graduation with 45%,30 Aug 2024
583,Shri Guru Ram Rai University - [SGRRU],"MBA
4 Courses",1.09 Lakhs - 1.73 Lakhs (1st Year Fees),Graduation,30 Aug 2024
583,Shri Guru Ram Rai University - [SGRRU],"B.Sc (Nursing)
1 Course",1.34 Lakhs (1st Year Fees),10+2 with 45%,30 Aug 2024
583,Shri Guru Ram Rai University - [SGRRU],"MA
18 Courses","18,120 - 1.23 Lakhs (1st Year Fees)",Graduation with 40%,30 Aug 2024
584,JSS Academy of Technical Education - [JSSATE],"BE
8 Courses",2.81 Lakhs - 10.66 Lakhs (Total Fees),10+2,24 May - 17 Jun 2024
584,JSS Academy of Technical Education - [JSSATE],"BE {Lateral}
7 Courses",3.13 Lakhs (Total Fees),Diploma,-
584,JSS Academy of Technical Education - [JSSATE],"M.Tech
3 Courses",1.51 Lakhs (Total Fees),Graduation,-
584,JSS Academy of Technical Education - [JSSATE],"MBA
1 Course",1.28 Lakhs (Total Fees),Graduation,27 May - 17 Jun 2024
584,JSS Academy of Technical Education - [JSSATE],MCA,1.28 Lakhs (Total Fees),Graduation,27 May - 17 Jun 2024
585,SDM College of Engineering and Technology - [SDMCET],"BE
8 Courses",1.25 Lakhs - 2.92 Lakhs (1st Year Fees),10+2 with 45% + COMEDK UGET,24 May - 17 Jun 2024
585,SDM College of Engineering and Technology - [SDMCET],"MBA
4 Courses",1.28 Lakhs (Total Fees),Graduation with 50% + KMAT,-
585,SDM College of Engineering and Technology - [SDMCET],"M.Tech
5 Courses",1.51 Lakhs (Total Fees),Graduation with 50% + Karnataka PGCET,27 May - 17 Jun 2024
586,Jagdishprasad Jhabarmal Tibrewala University - [JJTU],"B.Sc
16 Courses","12,000 - 80,000 (1st Year Fees)",10+2,no data found
586,Jagdishprasad Jhabarmal Tibrewala University - [JJTU],"Ph.D
30 Courses","60,000 (1st Year Fees)",Post Graduation,no data found
586,Jagdishprasad Jhabarmal Tibrewala University - [JJTU],"B.Tech
5 Courses","56,000 - 70,000 (1st Year Fees)",10+2 with 75% + JEE Main,no data found
586,Jagdishprasad Jhabarmal Tibrewala University - [JJTU],"M.Sc
15 Courses","15,000 - 90,000 (1st Year Fees)",Graduation,no data found
586,Jagdishprasad Jhabarmal Tibrewala University - [JJTU],"PG Diploma
8 Courses","15,000 - 25,000 (Total Fees)",Graduation,no data found
587,Jawaharlal Nehru Engineering College - [JNEC],"B.Tech
9 Courses",1.69 Lakhs (1st Year Fees),10+2,7 May 2024
587,Jawaharlal Nehru Engineering College - [JNEC],"B.Tech {Lateral}
9 Courses",1.69 Lakhs (1st Year Fees),10+3,-
587,Jawaharlal Nehru Engineering College - [JNEC],"M.Tech
5 Courses",1.69 Lakhs (1st Year Fees),Graduation with 50%,7 May 2024
587,Jawaharlal Nehru Engineering College - [JNEC],"M.Arch
1 Course",1.69 Lakhs (1st Year Fees),Graduation with 50%,7 May 2024
587,Jawaharlal Nehru Engineering College - [JNEC],B.Arch,1.69 Lakhs (1st Year Fees),10+2,7 May 2024
588,Mohamed Sathak Engineering College - [MSEC],"B.Tech
5 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + JEE Main,6 May - 11 Jun 2024
588,Mohamed Sathak Engineering College - [MSEC],"BE
7 Courses",2.2 Lakhs (Total Fees),10+2 with 50% + JEE Main,6 May - 11 Jun 2024
588,Mohamed Sathak Engineering College - [MSEC],"BE {Lateral}
7 Courses",1.65 Lakhs (Total Fees),10+3 with 50% + TNEA,-
588,Mohamed Sathak Engineering College - [MSEC],"MBA
1 Course","41,000 (Total Fees)",Graduation with 50% + MAT,10 June - 04 Jul 2024
588,Mohamed Sathak Engineering College - [MSEC],"ME
6 Courses","60,000 (Total Fees)",Graduation with 50% + TANCET,15 Apr - 14 May 2024
589,AVS Engineering College - [AVSEC],"BE
6 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
589,AVS Engineering College - [AVSEC],"B.Tech
2 Courses",2.2 Lakhs (Total Fees),10+2,6 May - 11 Jun 2024
589,AVS Engineering College - [AVSEC],"MBA
4 Courses","41,000 (Total Fees)",Graduation,10 June - 04 Jul 2024
589,AVS Engineering College - [AVSEC],"ME
6 Courses","60,000 (Total Fees)",Graduation,15 Apr - 14 May 2024
590,Ahmedabad Institute of Technology,"BE
10 Courses","74,500 (1st Year Fees)",10+2 with 45% + GUJCET,1 Apr - 03 Jul 2024
590,Ahmedabad Institute of Technology,"MBA
1 Course","74,500 (1st Year Fees)",Graduation + CAT,21 June - 17 Jul 2024
590,Ahmedabad Institute of Technology,"ME
3 Courses","82,900 (1st Year Fees)",Graduation + GATE,20 June - 01 Jul 2024
591,Amritsar College of Engineering and Technology - [ACET],"B.Tech
5 Courses","96,400 (1st Year Fees)",10+2,24 May - 14 Jun 2024
591,Amritsar College of Engineering and Technology - [ACET],"B.Tech {Lateral}
5 Courses","96,400 (1st Year Fees)",Diploma,-
591,Amritsar College of Engineering and Technology - [ACET],"M.Tech
4 Courses","96,400 (1st Year Fees)",Graduation,-
592,Anand International College of Engineering,"B.Tech
5 Courses","85,000 (1st Year Fees)",10+2,no data found
592,Anand International College of Engineering,"B.Tech {Lateral}
5 Courses","85,000 (1st Year Fees)",Diploma,no data found
593,M H Saboo Siddik College of Engineering - [MHSSCOE],"BE
8 Courses",1.39 Lakhs (1st Year Fees),10+2,16 Jan - 23 Oct 2024
