Serial No.,College Name,Info
705,College of Engineering Perumon,"College of Engineering Perumon, Kollam is situated in the Kollam district of the state of Kerala. Being a reputed college in the field of Engineering and Technology, College of Engineering Perumon, Kollam provides amazing and quality education in this respect."
706,Sreyas Institute of Engineering and Technology - [SIET],"Sreyas Institute of Engineering and Technology is a private institute established in 2010, located in Nagole, Hyderabad. It is approved by AICTE, New Delhi and affiliated to JNTU, Hyderabad. | Sreyas Institute of Engineering and Technology offers B.Tech in 4 departments, viz; Computer Science, Electronic and Communication, Mechanical and Civil. At PG level, M.Tech is offered in Computer Science and Embedded Systems with a total intake of 24 seats in each programme."
707,Delhi Institute of Tool Engineering - [DITE],"Delhi Institute of Tool Engineering (DITE) is a government engineering college established in the year of 2007 and located in New Delhi. DITE is affiliated to Guru Gobind Singh Indraprastha University (GGSIPU) New Delhi. | The placements in this college are approximately 100%. Companies like Maruti, Mother-Son are some of the companies that hire students from the college."
708,K. C. College of Engineering And Management Studies And Research,"K. C. College Of Engineering And Management Studies And Research Admission is a private engineering and management college located in Thane, Mumbai, Maharashtra. The college is affiliated to University of Mumbai and was established in 2001. | K. C. College Of Engineering And Management Studies And Research offers a four-year B.E degree and an MBA program. The annual intake of the college is 300 students."
709,Vi Institute of Technology - [VIIT],"Vi Institute of Technology was established in the year 2009 and is based on Chennai. It is a self-financing college located in Chengalpattu which is affiliated to Anna University The institute offers B.E program at UG level and M.E program is available on PG level. | The placement cell is well equipped with experienced trainers, bringing most of the top tier companies like AMAZON, TCS, INFOSYS, IBM, TECH MAHINDRA, CAPGEMINI, MICROSOFT, PROLIFIC, WIPRO to the campus."
710,Birla Institute of Technology Extension Centre - [BIT],"Birla Institute of Technology (BIT), Deoghar is an educational institution offering undergraduate courses in engineering. It located at Deoghar, Jharkhand and is an extension center of BIT, Mesra."
711,A. P. Shah Institute of Technology - [APSIT],"A.P Shah Institute of Technology, also known as APSIT, is a private Engineering College located in the Thane district of Mumbai. It was established in 2014 and is a Jain Religious Minority college. The institute is affiliated to University of Mumbai and is approved by AICTE. | A.P Shah Institute of Technology currently offers a full-time B.E degree under 6 specializations with an intake of 30-180 seats in each department."
712,Vidyavardhini's College of Engineering and Technology - [VCET],"Vidyavardhini’s College of Engineering and Technology (VCET), Vasai is affiliated to Mumbai University. It offers a 4-year B.E program in various disciplines. The college releases notifications regarding the admission for the First Year (FY) of its B.E. Degree courses as well as second year in the month of May every year."
713,Vimal Jyothi Engineering College - [VJEC],"Vimal Jyothi Engineering College (VJEC) is a private institute that was established in 2002 and is affiliated to APJ Abdul Kalam Technological University (AKTU). | Currently, Vimal Jyothi Engineering College offers B.Tech, M.Tech and Ph.D. programs in Engineering & Technology. Applications for admissions offline. But, students must apply online for entrance exams."
714,K. Ramakrishnan College of Engineering -[KRCE],"K. Ramakrishnan College of Engineering is an engineering and management college located in Tiruchirappalli, Tamil Nadu. The college is affiliated to Anna University, Chennai and approved by All India Council of Technical Education (AICTE), New Delhi. The college was established in 2008. KRCE offers various undergraduate and postgraduate courses in engineering and management."
715,Ganga Technical Campus - [GTC],"Ganga Technical Campus, also known as GTC provides multiple professional programs that include diploma courses, UG and PG programs offered in Management, Engineering, and Computer Application. The institute offers a total of 31 courses across 6 different streams. | The campus is a pioneering institute that provides various UG and PG programs. The admission criteria for the same is as below:"
716,Pratap University - [PU],"Pratap University came into existence in the year 2011, founded by MPGI Groups. Pratap University has been providing excellence in various fields of education like Mass communication, Interior Designing, Fashion Technology, Engineering, Management and Pharmacy. Apart from the institute also offers courses in Art, Culture, Humanities and social Science, Agriculture and Law. | The recruiters of this Institution are associated with Reliance, P&G, Aricent, Trident, Cargill, Idea and many more. The Faculties are from the prestigious institutions of IITs IIMs and International Universities"
717,Girijananda Chowdhury Institute of Management & Technology - [GIMT],"Girijananda Chowdhury Institute of Management and Technology offers both UG and PG courses such as B.Tech, BCA, M.Tech, MBA, etc. The courses are offered both in Science and Management fields. Apart from this, many PhD programmes are also supported by the college."
718,"GIET Engineering College, Rajahmundhry",no data found
719,"GIET College of Engineering, Rajahmundhry",no data found
720,Babu Banarasi Das Northern India Institute of Technology - [BBDNIIT],"Babu Banarasi Das Northern India Institute of Technology was established in 1999 in the capital city of Lucknow. It provides 15 courses across 4 streams including Engineering, Management, Education, and Pharmaceuticals. Courses like B. Tech/M. Tech. in streams of Mechanical, Civil, Electrical Engineering are the major courses available. MBA, B.Ed., and B. Pharm. are other major courses available at the institute. BBDNIIT is affiliated to Dr. A.P.J. Abdul Kalam Technical University (AKTU), and its courses are approved by AICTE. | Admissions are made through the test, and 85% of the seats are reserved to be filled by UPTAC Counselling. BBDNIIT extends multiple facilities to its students like Hostels, Gymnasiums, Library, etc. Its entire campus is covered by CCTV, and Banking Facilities are also available within the campus. Apart from these facilities, BBD FM Radio is a unique facility extended by BBDNIIT to its students. A magnificent temple of Lord Ganesha is also within the campus."
721,Narsimha Reddy Engineering College - [NRCM],"NRCM Secunderabad offers admission to the UG and PG programs, namely, B.Tech,  and MBA. Admissions into the program are based on the entrance exams like TS-EAMCET/GATE/TS-PGECET/TSICET. | B.Tech is one of the most popular programs at NRCM Secunderabad and admission for the same is done through the TS-EAMCET entrance test conducted by the state government. The minimum qualification for admission is 10+2 from a recognized board with Physics, Chemistry, and Mathematics as optional subjects."
722,KGISL Institute of Technology - [KITE],"KGISL Institute of Technology is a private institute that offers a total of 8 courses across 3 streams namely Engineering, IT, Science and across 2 degrees like B.Tech, M.Tech. The college provides undergraduate as well as postgraduate courses. | The institute under its undergraduate domain offers four years Bachelor Degree course in Engineering and Technology (B.E/B.Tech). At Postgraduate level, two year-full time degree program in engineering (M.E). The basic admission criteria for such courses is as follows:"
723,Jai Parkash Mukand Lal Innovative Engineering & Technology Institute - [JMIETI],JMIETI is an institute dedicated to effectively develop highly professional individuals in the field of Engineering & Technology. | Jai Parkash Mukand Lal Innovative Engineering & Technology Institute offers an undergraduate program like Bachelor of Technology in 3 different streams at UG level.
724,SAL College of Engineering - [SCE],SAL College of Engineering is a part of the SAL group of institutions Ahmedabad established and managed by the prominent steel production company Shah Alloys Limited. | The college was established in 2012 and all of the degrees issued by it are affiliated to the Gujrat Technical University.
725,OP Jindal University - [OPJU],"OP Jindal University is a private university situated in Raigarh, Chattisgarh. This deemed university was established in 2014 and is approved by UGC. | OP Jindal University Raigarh offers B.Tech, BBA and B.Sc. courses at the UG level and offers M.Tech, MBA and M.Sc programs at the PG level. The university also offers Ph.D. program in various disciplines. The curriculum of all the courses is based on National Education Policy (NEP)."
726,Rajkiya Engineering College - [REC],no data found
727,Gopal Narayan Singh University - [GNSU],"Gopal Narayan Singh University (GNSU), Sasaram, is a private university which has been recently established in the year of 2018 and is recognized by the UGC. The university has 10 institutes and 20 departments. The college offers 10 courses at PG level, 16 courses at UG level, 8 courses in Diploma and 1 in Certification. | Gopal Narayan Singh University (GNSU), Sasaram offers several courses in various streams like medical, law, agriculture, management, etc. The college provides both under graduation and postgraduation level courses. B.sc, BBA, BCA, BA+L.L.B etc are some of the UG courses offered by the college and M.sc, MBA and L.L.B are some of the courses offered at PG level by the college."
728,Shyam University,"Shyam University was established on 5th October, 2018 by the Government of Rajasthan. This University is spread over 38.25 Acres of land and surrounded by Aravalli Hills with a pollution-free and eco-friendly environment. The university is accredited by the UGC, BCI, AICTE, PCI, and NCTE. | Shyam University has 20 academic departments which provide courses in a wide range of streams, from Law to Veterinary Science. Under the UG domain, it provides B.Tech., LL.B., and B.Sc. and many more programs. Under PG Domain, it offers LLM, M.Tech, MBA, and other programs. It also offers Ph.D. and other research-oriented courses."
729,KIPM College of Engineering and Technology - [KIPM],no data found
730,Chalapathi Institute of Engineering and Technology - [CIET],no data found
731,KKR & KSR Institute of Technology and Sciences - [KITS],"KKR & KSR Institute of Technology and Sciences (KITS) is a private institution located in the city of Guntur, Andhra Pradesh. The institute is affiliated to Jawaharlal Nehru Technological University, Kakinada (JNTUK) and is approved by All India Council for Technical Education (AICTE). National Assessment and Accreditation Council (NAAC) has given an ‘A’ grade certification to the college. | KKR & KSR Institute of Technology and Sciences - [KITS], offers Bachelor of Technology (B.Tech) degree as well as Master of Technology which leads to the M.Tech degree. The institute offers a Master of Business Administration (MBA) which is carried out for a duration of two years by the institute. Aspiring candidates who wish to apply may follow the official website of the institute for information regarding online application."
732,Kallam Haranadhareddy Institute of Technology - [KHIT],"Kallam Haranadhareddy Institute of Technology is a private institute, established in 2010 and is approved by AICTE and NAAC. The institute is functioning from its campus located at Guntur in the state of Andhra Pradesh. | KHIT offers several B.Tech under 6 specializations and PG courses MBA and M.Tech under 4 specializations. Furthermore, the college also offers diploma programme under two specializations."
733,Vikrant University,"Vikrant University imparts education through two of its campuses present in Gwalior and Indore. Vikrant University Gwalior consists of 10 schools that offer education in the field of Engineering, Commerce, Management, Humanities, Law, Computer, etc. It offers courses ranging from Certificate, Diploma, UG, PG, PG Diploma and Ph.D"
734,JIS University,"JIS University is located in Agarpara, Kolkata. JIS University offers an array of undergraduate, postgraduate, integrated programs in different fileds like Engineering, Sciences, Law, Pharmacy, Management,  Education and Hotel & Hospitality Administration. The university also offers Diploma and PhD programs at the above-mentioned disciplines."
735,Renaissance University - [RU],no data found
736,OmDayal Group of Institutions,"Om Dayal Group of Institutions was founded in the year 2010 and is established in Howrah, West Bengal. The institution is affiliated with Maulana Abdul Kalam Azad University of Technology, West Bengal."
737,A.V.C College of Engineering - [AVCCE],"A.V.C. College of Engineering (AVCCE) is one of the esteemed engineering institutes in Tamil Nadu state, started in the year 1996. Affiliated to Anna University, Chennai and reputed as one of the first self-financing colleges in Nagapattinam district, it offers seven B.E. courses, three M. E. course and MBA and MCA programs. The department of Mechanical Engineering has an intake capacity of 72 students, 60 for Information Technology and 36 each for the other B.E. programs. The intake for M.E. programs is 14 seats for each course."
738,AWH Engineering College,"AWH Engineering College, Kozhikode was established in 2001. The Institute is affiliated to APJ Abdul Kalam Technological University (KTU) and is approved by the All India Council for Technical Education (AICTE). The UG course offered by AWH Engineering College is B.Tech. in Electronics and Communication, Computer Science, Civil, Mechanical and Electrical Engineering. At PG level, courses offered include M.Tech. (in Structural Engineering, VLSI Design, Computer Science & Engineering, Power Electronics) and MCA. | Check Here: Fee Structure of AWH Engineering College"
739,Aarupadai Veedu Institute of Technology - [AVIT],"Aarupadai Veedu Institute of Technology or AVIT came into existence in the year 1998 under the affiliation of Anna University. In 2004, the institution attained the status of University under Vinayaka Mission’s Research Foundation or VMRF."
740,Abacus Institute of Engineering and Management,"Abacus Institute Of Engineering And Management is a private college located in Chinsurah, West Bengal. It is an umbrella group under the joint-venture of JIS and Techno India Group. The college provides various under-graduate courses in the field of engineering. | Abacus Institute Of Engineering And Management provides B.Tech in 5 different specializations and admission is through JEE Main/ WBJEE score or rank. Candiates who have successfully passed 10+2 examination with at least 45% Marks are eligible to apply for the admission."
741,Akshaya College of Engineering and Technology-[ACET],"Akshaya Charitable Trust established Akshaya College of Engineering Technology (ACET) at Kinathukadavu, Coimbatore in 2009. It is approved by AICTE Delhi and affiliated to Anna University, Chennai. | ACET offers six UG and three PG programs. It is a coeducational college, popular for its Full-Time courses."
742,Al Ameen Engineering College,"Al Ameen Engineering College is a private institute located in Erode, Tamil Nadu. The college was established in 2009 and is affiliated to Anna University, Chennai. | The College offers BE program at the UG level and Al Ameen Engineering College offers ME course at the PG level."
743,Rajadhani Institute of Science and Technology - [RIST],"Ammini College of Engineering (ACE), was established in 2010 and is promoted by Ammini Foundation. It is recognized by the Department of Technological Education, Government of Kerala. | The faculty members at ACE are highly qualified having M.Tech and a minimum experience of 2 years. Ammini College of Engineering also helps students in assisting them in arranging loans to support their studies."
744,Amrutvahini College of Engineering - [AVCOE],"AVCOE, MHT CET Cutoff 2024 for GOPENH Category is listed below. The overall cutoff percentile for MHT CET is 69.07 - 91.27."
745,Arasu Engineering College - [AEC],"Arasu Engineering College was established in the year 2000 in Kumbakonam, Tamil Nadu. The college is affiliated with the Anna University, Chennai. | Arasu Engineering College offers BE which is of four-year duration with 6 specializations and ME course is of two-year duration with 3 specializations."
746,Arya College of Engineering and IT - [ACEIT],"Arya College of Engineering and IT (ACEIT) offers admission to undergraduate and postgraduate levels in the fields of engineering and management. At the undergraduate level, it offers a 4-year Bachelor of Technology (B.Tech) degree and the PG level courses award Master of Technology (M.Tech) and Master of Business Administration (M.B.A) degrees. All the courses at Arya College of Engineering and IT are affiliated to Rajasthan Technical University (RTU, Kota) and are approved by AICTE. | Admission to the B.Tech program is done through merit in JEE Main whereas candidates need to have a valid score in the GATE examination for admission to the M.Tech program. Admission to MBA programs is done on the basis of merit in CAT as well as in the pre-qualifying examination. Application forms for admission to the ACEIT courses can be filled online on the official website of the institute. Direct Link to Apply for ACEIT Admission"
747,Bapuji Institute of Engineering and Technology - [BIET],"Bapuji Institute of Engineering and Technology (BIET) is a private institution which is located in the city of Davangere, Karnataka, India. The institute is affiliated to Visvesvaraya Technological University (VTU) and was established in 1979. | The college offers a number of courses at the UG and PG levels which are B.E., M.Tech, MCA and Ph.D. in various specializations respectively."
748,Cape Institute of Technology - [CAPE],no data found
749,Dhanalakshmi College of Engineering - [DCE],"Established in 2001-2002, Dhanalakshmi College of Engineering (DCE) is an AICTE approved college and affiliated to Anna University, Chennai. The guidelines for admission to the college is laid down by the Government of Tamil Nadu. At present, Dhanalakshmi College of Engineering (DCE) offers six undergraduate and three postgraduate programs in various specializations."
750,Dhirajlal Gandhi College of Technology,"Dhirajlal Gandhi College of Technology (DGCT) is a prestigious educational institution imparting quality education in the field of engineering. It was established in by one of India’s leading Engineering consultancy firms - “Mukesh & Associates.” The college is located in Salem, Tamil Nadu and is affiliated to Anna University, Chennai. | It offers 4-year degree courses (B.E.) in 5 engineering disciplines viz. Civil Engineering, Electrical & Electronics Engineering, Electronics & Communication Engineering, Computer Science & Engineering, and Mechanical Engineering. At the PG level, the college offers 4 M.E. courses viz. Structural Engineering, Communication Systems, Computer Sc. & Engineering and CAD / CAM. All courses offered by Dhirajlal Gandhi College of Technology are approved by the All India Council for Technical Education (AICTE), New Delhi."
751,Dronacharya College of Engineering - [DCE],"Dronacharya College of Engineering (DCE), Gurgaon was established in 1998. Dronacharya College of Engineering is approved by the All-India Council for Technical Education (AICTE) and is affiliated with Gurugram University (GU). The Institute has received accreditation from NBA and NAAC. DCE Gurgaon offers a total of 13 specialization for UG/PG courses in the field of engineering."
752,EGS Pillay Engineering College,no data found
753,Einstein College of Engineering,no data found
754,Eswar College of Engineering,no data found
755,G Narayanamma Institute of Technology and Science - [GNITS],G. Narayanamma Institute of Technology & Science was established in the year 1997. GNITS is an all-girls institute affiliated to the Jawaharlal Nehru Technological University (JNTUH) Hyderabad. The institute offers B.Tech at the undergraduate level and M.Tech at the postgraduate level. The final admission is granted on the basis of student’s performance in the entrance test followed by counselling. | Note: TS EAMCET code for B.Tech program is GNTW.
756,Ghousia College of Engineering - [GCE],"Ghousia College of Engineering, established in 1980, is a Minority College in Karnataka. It is affiliated to Visvesvaraya Technological University and is recognized by AICTE, New Delhi and the Government of Karnataka. | All departments at Ghousia College of Engineering are accredited by NBA for the third consecutive term. Also, the college has been awarded as Excellent College for Engineering in Karnataka, recently."
757,Global Institute of Engineering and Technology - [GIT],no data found
758,Gopalan College of Engineering and Management - [GCEM],"Gopalan College of Engineering and Management (GCEM) was founded in the year 1984 in Bangalore, Karnataka. The college is affiliated to Visvesvaraya Technological University, Belgaum. | The college offers B.E. courses in different specializations at the UG level and an MBA course in HR, Finance and Marketing disciplines."
759,Green Hills Engineering College,"Green Hills Engineering College was founded in the year 2003 in Solan Himachal Pradesh. The college is affiliated with Himachal Pradesh Technical University (HPTU), Himachal Pradesh. | Green Hills Engineering College offers B.Tech course of four-year duration with 6 specializations, and M.Tech program of two-year duration with 2 disciplines."
760,Hasmukh Goswami College of Engineering - [HGCE],no data found
761,Hindusthan Institute of Technology - [HITECH],"Hindustan Institute of Technology (HITECH), Coimbatore offers a total of 5 courses in UG and PG along with several specializations in Management, Engineering, and Computer Applications. The courses that the institute provides are BE, B.Tech, MCA, MBA, and ME with specializations like Aeronautical Engineering, Mechanical Engineering, Electronics, and Communication Engineering, Computer Science and Engineering, Automobile Engineering, etc. The exams that are being accepted are TANCET & TNEA. The application process is online and the admission criteria are entrance exam based. The admission form can be filled online by going through the official website of the institute. The application fee can be paid through net banking/ debit card/ credit card. | The eligibility of the student candidate will be based upon the following points:"
762,Institute of Engineering and Technology - [IETR],"Institute of Engineering and Technology (IET), established in 1998 is a private college, affiliated to the Rajasthan Technical University. The institute is situated in Alwar, Rajasthan."
763,KG Reddy College of Engineering and Technology - [KGRCET],"KG Reddy College of Engineering and Technology is a Hyderabad based, UGC approved and NAAC accredited top-notch private college which came into existence in 2008 and offers UG and PG courses in the discipline of Engineering and Management. The institute is affiliated to JNTUH and has all the basic facilities including lush green campus, digital classrooms, students clubs for AI, Blockchain, IoT, DS, music, dramatics, dance, photography, literature along with highly qualified faculty members, indoor and outdoor sport facilities, career guidance cell, library, hostels, canteen and auditorium to make sure students get best education and environment to grow on both personal and professional fronts. | Admission to institute’s courses is granted based on combined performance of candidates in their last qualifying exam and entrance exams like JEE Main. The institute has received a 3.5 star rating by Institute Innovation Council and was also awarded as Best Upcoming Engineering College by Times Cyber Media, Education Leadership Award by Dewang Mehta National Educational Award and Best InfraStructure College by Stumagz Under Grand Summit in 2019. Last but not the least, various companies like ADP, Atos, Chegg, Deloitte, BYJU’S, Genpact, Goldman Sachs, hexaware and Myntra have visited campus till date and a recent placement drive at KGRCET saw a whopping placement package of 12 LPA."
764,KLN College of Information Technology - [KLNCIT],"KLN College of Information Technology (KLNCIT) is affiliated to Anna University, Tamil Nadu. Located in the city of Pottapalayam, Tamil Nadu the college offers B.E/B.Tech degree of 4 years duration at UG level and M.E./M.Tech degree of two years duration at postgraduate level."
765,KNS Institute of Technology - [KNSIT],"KNS Institute of Technology (KNSIT) located in Bangalore, Karnataka was established in 2001. The institute is affiliated to Visvesvaraya Technological University (VTU). It offers B.E. degree at UG level in five disciplines."
766,KCC Institute of Technology and Management - [KCCITM],KCC Institute of Technology and Management is located in Greater Noida. It is a part of the KCC group which was established in 1951. The institute offers both UG and PG courses in multiple disciplines. The application process is offline and online for KCC ITM. The candidates for B.Tech will be selected on the basis of the Entrance Examination -  JEE Mains followed by UPTAC Counselling. Aspirants for M.Tech should have qualified Graduate Aptitude Test in Engineering (GATE).
767,Lakhmi Chand Institute of Technology - [LCIT],"Lakhmi Chand Institute of Technology (LCIT) was established in the year 2008. Affiliated to Chhattisgarh Swami Vivekanand Technical University (CSVTU), the institute offers B.E. and B.E. Lateral entry program in various specializations such as Civil Engineering, Mechanical Engineering, Electronics & Telecommunication Engineering, Computer Science and Electrical Engineering. In addition to it, LCIT Bilaspur also offers MBA at the PG level. | Check Here: Courses and Fee Structure of LCIT Bilaspur"
768,Lendi Institute of Engineering and Technology,"Lendi Institute of Engineering and Technology is a private engineering institution affiliated to Jawaharlal Nehru Technological University, Kakinada. The college is established in the year of 2008, in Vizianagaram, Andhra Pradesh, India. | Lendi Institute of Engineering and Technology offers academic programs in the fields of Engineering and Technology at undergraduate and postgraduate levels leading to the B.Tech and M.Tech degrees. All the courses are approved by All India Council for Technical Education (AICTE), New Delhi."
769,M.A.M College of Engineering - [MAMCE],"M.A.M. College of Engineering is a reputed self-financing educational institution imparting quality education in the field of engineering and management studies. It was established on February 10, 1999, by Janab M. Abdul Majed in located in Trichy, Tamil Nadu. All the courses are approved by the All India Council for Technical Education (AICTE) and affiliated to Anna University, Chennai. | The college offers a horde of engineering degree courses both at the UG and PG levels. It currently offers 6 B.E. programs in Computer Sc., Electronics & Communication, Civil, Mechanical, Electrical & Electronics and Electronics & Instrumentation; B. Tech in Information Technology; and 5 M.E. courses in Computer Science, Electronics & Communication, Power Electronics & Drives, Manufacturing Engineering and Environmental Engineering. M.A.M. College of Engineering also offers two additional courses, viz. MCA and MBA at the PG level."
770,Marri Laxman Reddy Institute of Technology & Management - [MLRITM],"Marri Laxman Reddy Institute of Technology and Management is an AICTE-approved independent institution MLR Institute of Technology (MLRIT) is located at Dundigal, Hyderabad, Telangana, India. MLRITM is affiliated with JNTUH. MLRITM was granted Autonomous status by the University Grants Commission (India) in the year 2015. | MLRITM is known for its integrated curriculum with equal importance to academics, employable skills & sports. MLRITM offers a B.Tech program at the UG level and an M.Tech, MBA program at the PG level."
771,Maharaja Institute of Technology - [MIT],"Maharaja Institute of Technology (MIT) Mysore is affiliated with Visvesvaraya Technological University (VTU), Belgaum. The institute offers a B.E. degree in 12 disciplines. For admission to B.E., the candidates must have passed 10+2 with Physics, Chemistry, Mathematics, and English as compulsory subjects. Selection of the candidates in this course is based on KCET or COMEDK UGET score."
772,Maharana Pratap Engineering College - [MPEC],no data found
773,Malla Reddy College of Engineering and Technology- [MRCET],"The Malla Reddy College of Engineering And Technology (MRCET) is a technical institute established in 2004 with the approval of the All India Council for Technical Education. It is located in Maisammaguda, Doolapally, Hyderabad. It is affiliated to the Jawaharlal Nehru Technological University, Hyderabad. | The college provides B.Tech with regular and lateral entry at UG level, M.Tech and MBA at PG level. The admission procedures vary for different courses."
774,Malla Reddy Institute of Technology - [MRIT],"Malla Reddy Institute of Technology (MRIT) is a constituent college of the prestigious Malla Reddy Group of Institutions. It was established in the year 2008 and is located in Secunderabad, Telangana State. The college is permanently affiliated to JNTU, Hyderabad. Counselling code of MRIT for EAMCET/ PGECET is MLTM. | MRIT currently offers 3 undergraduate level engineering courses and 4 postgraduate level programs with a total yearly intake of 600 and 102 students respectively. The courses offered under UG engineering (B. Tech) include Computer Science & Engineering, Civil Engineering and Electronics & Communication Engineering. PG courses (M. Tech) are offered in the disciplines of Computer Science & Engineering, VLSI & Embedded Systems, Transportation Engineering and Structural Engineering."
775,Mallabhum Institute of Technology - [MIT],no data found
776,Malwa Institute of Science and Technology - [MIST],Malwa Institute of Science & Technology (MIST Indore) is affiliated to Rajiv Gandhi Proudyogiki Vishwavidyalaya (RGPV). It was established in 2007 to impart high quality technical education in Madhya Pradesh.
777,Mewat Engineering College - [MECW],"Mewat Engineering College was established in the year 2010 and is located in Mewat, Haryana. It is affiliated with Maharishi Dayanand University, Rohtak. | Mewat Engineering College offers four-year of B.Tech course at the under graduate level in five specializations. The college also offers B.Tech Lateral program to the candidates."
778,Nagpur Institute of Technology - [NIT],"NIT Nagpur admission to various UG , PG and doctorate level programs is based on national level exams accepted by the institute.NIT Nagpur is well known for its undergraduate B.Tech programme which is offered under eight different specializations of Engineering via regular mode. Admission to the B.Tech programme is done through the JEE Main entrance examination followed by the JoSAA Counseling process. NIT Nagpur charges a total fee of INR 5.47 lakhs for its 4 years B.Tech programme and to get admission into the CSE branch of VNIT Nagpur, a general category candidate should have obtained a JEE Main rank between 1568-4708. | At the postgraduate level, NIT Nagpur offers various programs such as ME/ MTech, MSc, MCA and MBA courses based on other national level exams. Admission to MTech & MArch programs is done through GATE scores followed by CCMT counseling. Whereas for MBA, CAT scores are required. Further for PhD courses, interested candidates must have to give an entrance exam conducted by NIT followed by an Interview."
779,P.B. College of Engineering - [PBCE],"PB College of Engineering is one of the leading colleges in Chennai established in 2002. It is affiliated to Anna University and approved by AICTE. | PB College of Engineering offers BE in 8 specializations and B.Tech in Information Technology at the UG level. At the PG level, the college offers M.Tech in 4 specializations. Lateral Entry in BE is also offered by the college."
780,Progressive Education Society's Modern College of Engineering - [MCOE],"Progressive Education Society's Modern College of Engineering was established in the year 1999. The Institute is approved by All India Council of Technical Education (AICTE), New Delhi, Directorate of Technical Education (DTE), and Government of Maharashtra and is permanently affiliated to Savitribai Phule Pune University (SPPU), complying with all the norms and standards of engineering and management education. | Modern College of Engineering is UGC recognized and has been awarded the ""Best College in the Urban Area"" by SPPU."
781,Raghu Institute of Technology - [RIT],"Raghu Institute of Technology - [RIT] was established in the year 2007. It is located on sprawling 10 acres of land at Dakamarri Village, in the District of Visakhapatnam, Andhra Pradesh. The college is accredited by NBA and affiliated to Jawaharlal Nehru Technological University, Kakinada. | Raghu Institute of Technology provides four-year, full-time Undergraduate program (B.Tech) in various disciplines of engineering. Two-year, full-time postgraduate program (M.Tech) in Computer Science Engineering, Machine Design, Embedded Systems & VLSI, and Power Electronics specializations are also a part of their academic program."
782,Rajiv Gandhi College of Engineering and Technology,"Rajiv Gandhi College of Engineering and Technology (commonly known as RGCET) is a premier private engineering institute located in Puducherry, India under Sri Balaji Educational and Charitable Public Trust, and affiliated to Pondicherry University. | Courses offered at undergraduate level are Bio Medical Engineering, Computer Science & Engineering, Electrical and Electronics Engineering, Electronics and Communication Engineering, Information Technology and Mechanical Engineering.  The college also offers postgraduate courses such as Master of Business Administration, Master of Computer Applications and M.Tech."
783,Reva Institute of Technology and Management - [RITM],"Reva Institute of Technology and Management (RITM) or officially REVA University is a private technical engineering University in Bangalore, Karnataka. Reva Group of Educational Institutions was established in the year 2002 in Ganganagar and Kattigenahalli. RITM is merged with Reva University from the academic year 2015-16. | Reva Institute of Technology and Management (RITM) offers a number of courses at undergraduate, postgraduate and doctoral level emphasizing on the aspects of Engineering, Technology and Management Studies."
784,SKP Engineering College,SKP Engineering College (SKPEC) is affiliated to Anna University. The college follows the admission guidelines set by Anna University.
785,"Scient Institute of Technology, Ibrahimpatnam",no data found
786,Shree Swami Atmanand Saraswati Institute of Technology - [SSASIT],"Shree Swami Atmanand Saraswati Institute of Technology situated in Surat, Gujarat was established in the May, 2009. SSASIT is currently offering undergraduate course in five specializations of B.E program."
787,St Xaviers Catholic College of Engineering - [SXCCE],"St. Xavier’s Catholic College of Engineering (SXCCE) was established in 1998 at Kanyakumari District, Tamil Nadu. It is affiliated to Anna University and approved by All India Council for Technical Education (AICTE)."
788,Surya Engineering College,no data found
789,T John Institute of Technology - [TJIT],"T John Institute of Technology is located in Bangalore. It was established in 1993 and comes under the T John Group of Institutions. Affiliated to Visvesvaraya Technological University (VTU), Karnataka, the institute is approved by the All India Council for Technical Education (AICTE). | T John Institute of Technology offers B.E and Ph.D. in 5 specializations. Admission to B.E is provided on the basis of CET and COMEDK/ AIEEE/ JEE exams. Candidates seeking admission must have passed 10+2 with 45% marks."
790,Technocrats Institute of Technology - [TIT],"Technocrats Institute of Technology (TIT) is situated in Bhopal, Madhya Pradesh. Affiliated to Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal. TIT Bhopal offers various undergraduate, postgraduate and research in various streams including Engineering, Pharmacy and Management."
791,Teegala Krishna Reddy Engineering College,no data found
792,Toc H Institute of Science and Technology - [TIST],"Toc H Institute of Science and Technology (TIST) an institution in Kerala has 12 academic departments which offer admission in B.Tech, MBA & M.Tech. Admissions are based on entrance exam scores. | The applications are available online for both entrance exams and admissions. Further, details have been elaborated below:"
793,Walchand Institute of Technology - [WIT],"Walchand Institute of Technology (WIT), Solapur was established in 1983. It is affiliated to Solapur University and approved by the Directorate of Technical Education (DTE), Maharashtra. WIT offers four-year B. Tech and two-year M. E courses in different streams."
794,Truba College of Science and Technology - [TCST],"Truba College of Science and Technology offers UG and PG level degree courses to eligible students on campus. Under UG domain, the college conducts 4 specialisations in B.Tech course. For PG category, there are 2 specialisations under M.Tech degree course. | Admissions to these engineering programs of Truba College of Science and Technology are conducted on the basis of National level entrance tests score like JEE Mains, GATE etc. Like most of the engineering colleges, Truba College of Science and Technology also admits students on the basis of eligibility and score in entrance exams."
