Serial No.,College Name,Scholarship Info
797,Velammal College of Engineering and Technology - [VCET],There is a scholarship given by the Tamil Nadu government to the Tamilnadu students. the government will provide the amount of the fee in two to three instalments. The average stipend is about four to twelve lpa for the campus placement. the average internship stipend is about 30 to 80k per month for the college internship
798,Vignan Institute of Technology And Management,"No thre are no hikes after the joing yr you have to confrom the nex 4 yr what amount to pay that was the fix amunt you pay next year. The complet course cust is 3lpa And the exta activity like outside course is 1 lpa There govt scholarship studen who can get upto 60,000 a yr. Yes there are vacancy in college like an lab assistant."
798,Vignan Institute of Technology And Management,"Tuition fees is fixed for the counseling quota students i.e. 52000 inr per annum for those who get seat in Eapcet counselling there are some miscellaneous expenses to be spent by the students such as Building fees around 6,000 -10,000 inr The complete fees can be calculated like Tuition fees. 52000 inr ( Counselling quota ) Building fees. 6000 inr Sem fees. 15000 inr Others charges would come under Uniform fees like 1500 inr students could get a 2 pair of shirts and pants (boys) Similiarly for (girls) a 2 pair of tops and pants for 1500inr On an average bus fees come under 20k based on the routes upto 24km max. So mainly for N R I quota students the fee would amount be around 1lakh per annum Jagan anna Vidya devana is one of the scholarship by Government of Andhra Pradesh provide full fee reimbursement for counseling quota students upto 52,000 inr Total charges can include upto 70,000 inr for Counseling quota students And for management quota/NRI an be 5,00,000"
798,Vignan Institute of Technology And Management,Tution fees required various number of specific regularity and the hikes to move to it * The education of the cost is very high on which the fees are compulsory * Scholarship are required on which the required various number of specific education courses * Campus are required in job
798,Vignan Institute of Technology And Management,Tution fees required various number of specific regularity and the hikes to move to it The education of the cost is very high on which the fees are compulsory Scholarship are required on which the required various number of specific education course Campus are required In job.
798,Vignan Institute of Technology And Management,Tution fees required various number of specific regularity and the hikes to move to it * The education of the cost is very high on which the fees are compulsory * Scholarship are required on which the required various number of specific education courses * Campus are required in job
799,Mangalmay Institute of Engineering and Technology - [MIET],Total fess for one year is 1lakh 20thousand and if you want the college hostel then additional 95thousand for that this is for (B.tech computer science) for MBA and BBA there frees structure is different if you take admission through jee mains counsiling and get FW seat seat then you will have to pay 44thousand for one year if you belong to up then you can apply for up scholarship
799,Mangalmay Institute of Engineering and Technology - [MIET],The are charging 500000 rupess staff and lacturara are too good they are good behaved with everyone the batchmates are also coperative and the all are from sc st obc the hof and teachers are give good study and mange the all of collage there are many blocks every block have other hod well staffing best of collage in greternoida for business and marketing all the batchmate helps to each others for assessment and gave support to everyone well behaved students
799,Mangalmay Institute of Engineering and Technology - [MIET],"fee for MBA is 280000 280000 is the final amount after including all the tution fees registration fees, development fees, lab and everything. every category will pay the same amount no reservations for any category. you can get scholarships through various exams like CUET,CAT, and others"
799,Mangalmay Institute of Engineering and Technology - [MIET],The fees of BBA platina is 1lakhs rupees per year. BBa platina has no any speclity other than general one. There are no any scholarship. Total fees of BBA platina is 3lakhs and BBA general is 2lakhs 44 thousand
799,Mangalmay Institute of Engineering and Technology - [MIET],Yearly fees is one lakh twenty thousand in which tuition fees is seventy five thousand five Hundred and others is forty four thousand five hundred which totaly cost around one lakh twenty thousand per year.
800,Jansons Institute of Technology - [JIT],Eligibility:
800,Jansons Institute of Technology - [JIT],Required Documents: AICTE TFW scheme is provided by the Management of the Institution.
800,Jansons Institute of Technology - [JIT],Eligibility:
800,Jansons Institute of Technology - [JIT],Required Documents:
800,Jansons Institute of Technology - [JIT],Eligibility:
801,United Institute of Technology - [UIT],"Tuition fee is low compared to any other engineering colleges The complete cost of my education in my college is only below 3 lakhs for 4 years, including tuition, service fees, and other compulsory charges"
801,United Institute of Technology - [UIT],While our batch was taking admissions in the college our college was non-autonomous and we had some low fees structure and it was easy to pay the fees by time the complete cost of the education is nearly 70k and it varies to hostel students
801,United Institute of Technology - [UIT],"The fees structure is very less compared to other college. Average fees structure of the college is 25000 .. There are more government scholarship available for students like First graduate, pmss scholarship etc..."
801,United Institute of Technology - [UIT],cost of the study is not too much. if you belong to middle-category family then you can pay your course fees easily. you can pay your fees in one time or you can pay your fees in installments. if you took admission by counseling then you can get the benefits of a scholarship.
801,United Institute of Technology - [UIT],The overall fees for a year are approximately one lakh rupees. We have to pay it in two installments one of approximately seventy thousand rupees and another of thirty thousand rupees. The scholarship is provided by the college when you get good marks in the entrance exam and have high marks in 10th and 12th also. I don't know about the job stipend so far.
802,Vidya Academy of Science and Technology - [VAST],The fees before scholarship is 1 lakh 25 thousand with scholarship i got 74 thousand per year.Other scholarship was also there for backward classes which was only 15 thousand per year.Also college provided woth laptops for those students.
802,Vidya Academy of Science and Technology - [VAST],The government fee allotted for the merit seat is 35000 for each sem and tha sum comes 75000 per year.But it can be change according to the reservation criterias.and also the collage provide half or full fee wavier schemes.
802,Vidya Academy of Science and Technology - [VAST],"If you cracked entrance exams . There is a huge discount in fee structure. Like keam , jee etc. And if you are a diploma or polytechnic student wants to study engineering.then you can write . LET exam .which also includes reduction in fee structure. You will be promoted to 2nd year in btech. And also there is caste and religion fee reduction."
802,Vidya Academy of Science and Technology - [VAST],As I hail from SC category I have acces to e-grantz scholarship. As my annual incime is below 2 lakhs I will get around 75 k to pay the fees . Rest the bus amount and miscellaneous fee would cost arount 10 k . The campus recruits the placement opportunities in higher semester levels.
802,Vidya Academy of Science and Technology - [VAST],"Tuition fees should be reduced as its comparitively high with what we get. The complete cost covered was approximately 600000 which is much high compared to other colleges.Various scholarships was provided to students based on caste , marks based on entrance and 12th grade marks . Scholarships upto 20,000 was given . Campus placements from federal bank , unacademy was undertaken but few students were placed ie compatively low compared to other branches."
803,Viswajyothi College of Engineering and Technology - [VJCET],"The fees are paid semester wise. One semester is priced at 37500 , therefore yearly 75000.We are informed that price will be increasing to 50000 for semester.The college has provided scholarships for students based on marks ,annual income. Also the college charges same amount for every course.Fees are affordable comparing with other self financing college."
803,Viswajyothi College of Engineering and Technology - [VJCET],I'm a day scholar and my fees is 75000 per year. It's a 4 year course. Some special fees at the beginning will include 25000. There are certain scholarship available for Christians and the students scoring high marks.
803,Viswajyothi College of Engineering and Technology - [VJCET],"Fee structure in full course duration is of 77000 per year Scholarship are available for economically weaker students, and students who have higher marks with annual income less than 600000 Campus employment is less"
803,Viswajyothi College of Engineering and Technology - [VJCET],The tuition fee here is 37500 per semester in the management quota. So eight semester it will be 3 lakhs. If we are on merit the tuition fee for the semester is 30000 and on nri quota a slight variation compare to management quota
803,Viswajyothi College of Engineering and Technology - [VJCET],The fees that we want to pay if we get merit seat is around 30000 per semester and if the seat is on management the fees maybe around 40000 . The complete course fee is around 2.5 lakh. The college provide scholarship for students
804,ICFAI Foundation for Higher Education - [IFHE],Merit Scholarship based on ATIT 2020:
804,ICFAI Foundation for Higher Education - [IFHE],A. Merit Scholarships based on past academic record:
804,ICFAI Foundation for Higher Education - [IFHE],Students will be awarded merit scholarships based on the percentage of aggregate marks achieved in the qualifying examination (Class XII or it's equivalent). The scholarship will continue semester after semester only on maintaining the minimum 6.0 GPA in the previous semester. The details are as presented in the following table.
804,ICFAI Foundation for Higher Education - [IFHE],*Above scholarship amount will be adjusted equally in 6 installments in each semester fee payable.
804,ICFAI Foundation for Higher Education - [IFHE],B. Merit Scholarships based on Semester-wise Performance:
805,ICFAI University,The fee structure is good and normal. The scholarship will be given by their CGPA and campus jobs will be given by the knowledge and the college scholarships by 10+2 marks and the semester CGPA so the college fee structure is good
805,ICFAI University,The scholarships will be based on our intermediate percentage. I am getting an 8750/- scholarship according to my Intermediate marks. And the merit scholarships are also designed for the Top 3 members of the class. Coming to placements our senior brothers and sisters are placed well and Now I am currently in my B.Tech 2nd year. Internships are also available for the students who will follow the system curriculum of the university.
805,ICFAI University,The fee at the time of my admission was 19000 per semester (38000/- year) You can get a scholarship on the basis of 12th-grade performance as well as you can get scholarship on the basis of semester performance. I am getting more than 5k in scholarships. This current fee for new admission will be 23000. No campus job is available
805,ICFAI University,"Yes, in this college they provide every governmental scholarship and when the student performs well then university provide the scholarship for the study."
806,AP Goyal Shimla University,Firstly this university gives many scholarships for international students and even the SC/ST and based on the family income . Many sikkim students apply for this university because of scholarship and other students too. The government transfer the fees for the university and even some for the student. And for other students they also provide scholarship based on their percentage of 12 th standard. Apart from this they have big campus and the teaching facilities are also good .
806,AP Goyal Shimla University,"For me personally I'm ST student from Sikkim. So my fees are paid by the govt. who provides us scholarships. Also international students are also given scholarships like the African students gets scholarship and many other northeastern gets scholarship In my course the fees are 20,000 per semester."
806,AP Goyal Shimla University,"There are a lot of scholarships. Based on your score, state, caste, single child etc."
806,AP Goyal Shimla University,Yes scholarship is only for SC AND ST categories.the total fees of these students is diminished by scholarship
806,AP Goyal Shimla University,1. The fee is 68000 per year and 55000 hostel fee per year. 2. Many type of scholarship provided by college .
807,Mohammad Ali Jauhar University,The year wise fees for this 65000.The fees will be changing yearly. There was a scholarships program from the government which will provide a amount of 25000. The scholarships named nsp through government.
807,Mohammad Ali Jauhar University,National scholarship merit cum minority. Financial assistance is very good to become I help with the scholarship provided. And the university campus for providing scholarships and easy study at the university.
807,Mohammad Ali Jauhar University,Here was good role of scholarship up scholarship and graduation scholarship if the students have no more money for fees pay then he here can do any course to take scholarship.because fees was refended to students fees
807,Mohammad Ali Jauhar University,No i haven't opted for any scholarship or any educational loan. I haven't chosen them. I don't need the education loan
807,Mohammad Ali Jauhar University,Scholarships are available for meritorious students. Students excelling in the academics are eligible for the scholarship. I availed the scholarship which is offered to the students belonging form a minority.
808,PCTE Group of Institutes,"So our semester wise fees is approx 43,000 and now I am in my last year till now I have paid nearly 3.5 lakh including transport fees also. Still I have to pay for one more semester that will be my internship semester coz its last so."
808,PCTE Group of Institutes,"For first semester fees is ?4800/- which includes college tshrits and sweatshirts charges, one day trip charges and admission fee. And then fir next three semesters it is ?43650. There is a different fee structure for those who have applied for scholarships as they pay ?50000 for whole degree of MBA. There is no quota for sc and sts."
808,PCTE Group of Institutes,First of all i studied in punjab college of technical education in course bcom honours i really like the college and the face which i paid semester wise is 25000 and additional 2500 examination feealso if their are any event like koshish which is one of the biggest fest of our college we pay a some of contribution for our class too the amount of money is change every year and yes in our college all the students pay same fee without any discrimination.
808,PCTE Group of Institutes,As I paid only 30000 rs for first semester and I find it very reasonable as I noticed that there are many African students are studying because they also find it reasonable And some scholarships like CA finance manager and many more
808,PCTE Group of Institutes,"At the time of the addmission they took interview and 600 rupees as a Admission form In the First year they took approx 24,000 fees and 1500 for extra Exam fees or university fees I paid 24000 for 6 semesters There will be other fees like Event Contribution other etc"
809,Dayananda Sagar Institutions - [DSI],"I pay 3lakhs per year, i got admission through a scholarship test named DSAT, For management it is around 4lakhs per year.. And you can get admission to the college by these entrance exams to KCET Nor COMEDK fee structure for kcet is 1,40,000 and Comedk is 3,95,000"
809,Dayananda Sagar Institutions - [DSI],"I am evening college student my semester fees is 60000 including all registration fees , admission fees,lab fees even for my batch mates it's the same like merit the fees will be at 50000 above 80%. I got 79% in 12th so I got fees 60000"
809,Dayananda Sagar Institutions - [DSI],"60000 yearly + exam fees, i did not get through managemen or anything as there is already only a bunch of students applying for diploma, the only necessity was that i should get above 60% in 10th, i don't know anything about the scholarships but there is a scholarship I just dk the details"
809,Dayananda Sagar Institutions - [DSI],In the 1st year of my BE I paid around 98000 and then in the next year I paid 99800 and for my third year I paid 10100 and for the final year I paid 102300 it has been fairly increasing since year 1 . Myself being from general category didn't get any scholarship but people with reservation might get scholarships around 18000
809,Dayananda Sagar Institutions - [DSI],For me it was 96000 per year and now the current fees is 112000 so it is increasing and u will concession of 15000 if ur percentage is above 90% . And even in sems when your CGPA is more than 9 you will have concession.
810,Bangalore Technological Institute - [BTI],Tution fees during 2021 was 80000 per annum and 40000 for registration which needs to be paid once for course period (1.2L for 1st year and 80k for rest of the 3 years) Registration for each sem should be paid which is 1.5k and examination fees for each sem should also be paid which is 1.5k
810,Bangalore Technological Institute - [BTI],The fee structure is affordable but the opportunity for scholarship is not so much. They provide financial assistance to some people who had applied through a scholarship program but they do not provide any financial assistance to all i.e. they do not help during the late submission of fees. They need to improve regarding this. The campus jobs and placement iPro grams are weak in this college.
810,Bangalore Technological Institute - [BTI],"The fee structure at the time of 2019 I paid 6lakhs which was a complete package of 4 years of tution+hostel. Also every semester some extra cost we have to pay for different events and also for examination forms. Also, the student gets scholarships are available for Karnataka students not for other regions students."
810,Bangalore Technological Institute - [BTI],"Fees structure varies for different engineering courses. However, the overall fee structure is quite affordable compared to other colleges. Different scholarships are also available as per the college norms."
810,Bangalore Technological Institute - [BTI],"Fees structure for CSE ENGINEERING IN B . TECH IS 3.7 LAKH for four years. The students who are facing financial problems take admission in this college. Go once time and visit college. This college has a hostel facility for boys and girls separate, also with good food and canteen and bakery. Sitting place also available in ground with good fresh air. With lovely nature around the college."
811,A. C. Patil College of Engineering - [ACPCE],Here fees is one lakh six thousand and 5 hundred We also get all reservation seats Available in this college Tution service are good and they also give many scholarship within educational years and they provide intership
811,A. C. Patil College of Engineering - [ACPCE],College Fees -1lakh (without any merits) With scholarship and Financial aid- 60 thousand Internship are available if you try hard. Employment is moderate here with moderate stipped. Course should be upgraded
811,A. C. Patil College of Engineering - [ACPCE],Colleges provide good scholarship for me I also got my scholarship and I only have to pay only 3k for my fees.Campilus employment is relatively medium in this case also very less students get placed every year
811,A. C. Patil College of Engineering - [ACPCE],for sc caste and st fess is around 14k and in student acount get the scholarship around 4 to 8k after paying the fees to college by government and always undersand the fincial problems and all and help students
811,A. C. Patil College of Engineering - [ACPCE],"for open category students fees are high for caste and reservation category students fees are very low, yes scholarship is also provided to every student in which 30%of fees is covered, placement cell is also good."
812,Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,"Fee structure for cast category and general category is different for all. For general it's around 1.4L/yr and for OBC , EWS it's around 80/yr and for sc/st it's very less. Also various scholarships are available and can pay fees in installments."
812,Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,The year wise fee i have pay is 76900 and the tuition fees is 57583 development fees is 15334 and examination fees is 2298 and marksheet fees is 100 and university fees is 400 amartya shiksha yojna fees is 701
812,Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,My fees is only 14500 as I did got admission in VJNT caste category. College also SC/ST fees structure also. Many students gets benefits through this who are not able to pay lakhs of fees. Scholarship are also get provided for weaker background students.
812,Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,"A open category student may need 4,80,000 for completeing this course from this college but if u avail the certain criteria by providing required documents college may consider nad provide u with the alotted consession by governmnet. Campus placements are also good is our college as recently NAAC has certified our college so hoping for more better placements from now"
812,Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,"The course fees of BE FE is 1,32,000 rs. However there are scholarships available for students belonging to caste OBC,SC,ST,NT . After the course fees there is no extra amount taken by the college. The campus provides internship opportunities from second year itself and there are different society clubs in which students can join such as NSS,FESA,CESA, CODIGO,etc etc.....students can also join the student council however it has great responsibilities ."
813,PPG Institute of Technology - [PPGIT],"Fees for general caste 55000 Bc, bc, sc scholarship available stipend for bc students in hostel sc students full free scholarship for tuition fee. Financial assistance is available in college you want a loan college offers the loan"
813,PPG Institute of Technology - [PPGIT],Normally the fees are high but here so many benefits for some Lower community students and scholarships are also provided and also fees reduction also guaranteed for that students and guided by the faculty members
813,PPG Institute of Technology - [PPGIT],They had charged 45000rs per year and the hostel fee had 65000rs per year for both food and accommodation. I had availed govt scholarship through college 6500 per year. We have to request for scholarship to process.
813,PPG Institute of Technology - [PPGIT],Yes 25000 scholarship I got because my community has that chance to get it in office room mam helps to get it.
813,PPG Institute of Technology - [PPGIT],I got a education loan in the bank. First I got a fees structure from the college and bonafide. Then I submitted in the bank. They approved easily my education loan.
814,Vadodara Institute of Engineering,Our institute takes 63000 fees annually. But there is no burden of fees because the don't ask for fees in starting of the session. We can give any time in the particular semester. I get a digital Gujarat scholarship.
814,Vadodara Institute of Engineering,Fees were avg there was no hike frequently. The job I got at kanungo enterprises as an inside sales engineer at 11k.since I was not taking scholarshipsip I have no clue regarding that. No financial Assistance got from anywhere.
814,Vadodara Institute of Engineering,"There are very minimal fees among all the private Institutes and you can do fee payment with 2 EMI also there is a scholarship named MYSY that give you 50% of your fees or 50,000, scholarship for students who got 85% or more percentage in 12th std final exam."
814,Vadodara Institute of Engineering,Fees you need to pay semester wise. Per semester fee is 58000 INR. And at that time there is no fees hike. Scholarship programma is available for all students but I do not get it and also I am not able to get placement.
814,Vadodara Institute of Engineering,Yes the scholarship will be available only if your entrance test rank is below the 1000 then there will be scholarship will be given and as rank is decreasing and more the scholarship is given to the students and this will be done mostly on entrance test
815,JD College of Engineering and Management,"So the total amount of fees in our university, for B-tech degree , which is what I am pursuing is 130000. As our college provides scholarship , and as i come under OBC caste my half of the total fees is deducted in scholarship. i.e I have to pay total of 65000/ - per year, the course is of years. There are also many different different benefits that can be applied in fees structure. Some students with different caste have to pay less or more fees due to their caste and reservations."
815,JD College of Engineering and Management,"The college fees structure is year wise. The different Fees structure for different categories like obc,sc, general. The obc fees is yearly 65500 all are included like lab fees, tuition fees.my batchmates for other categories like sc,st, general they have different fees Structure."
815,JD College of Engineering and Management,Our college is affordable for all categories students Fees structure is different for every caste OBC-65000 SC-10500 General-120000 But Our college is too far from highways Faculty is too good and friendly
815,JD College of Engineering and Management,"IN nagpur all college fees is same but, but caste system is wrong in study. if SC caste student study in 11 thousand . but open caste student give 1 lakh for study. government provide scholarship buts for only SC students."
815,JD College of Engineering and Management,The fees structure are not very costly for sc obs and st category students there is a scholarship the fees for OBC is 65500 and for sc and st category the fees is 10000the college is Hindu minority and there is a lot of branches in our college
816,Shree L. R. Tiwari College of Engineering - [SLRTCE],Shree L. R. Tiwari College of Engineering Scholarship Scheme offers 100% scholarships to deserving and meritorious students.The institute recently announced that scholarships will be awarded to the top five deserving students who gain admission through the Cap round and have an incredible MH-CET score of over 99%.
816,Shree L. R. Tiwari College of Engineering - [SLRTCE],Sports scholarships at Shree L. R. Tiwari College of Engineering are given on two basis – Elite Scholar Fast Track Admission & Scholar Admission through Sports Trial & Interview. Detailed information on sports scholarships is given below:
816,Shree L. R. Tiwari College of Engineering - [SLRTCE],Apart from above mentioned scholarships. The college offers scholarships to those students who belong to the category. The candidates are required to meet the given criteria:
816,Shree L. R. Tiwari College of Engineering - [SLRTCE],Note: The students from other State are not eligible for any scholarship/free ship scheme.
816,Shree L. R. Tiwari College of Engineering - [SLRTCE],
817,Apex Professional University - [APU],No data found
818,Haridwar University,RCE offers Scholarships for Meritorious Students. Below detailed are the criteria and the scholarship percentage of the same:
818,Haridwar University,"Scholarship for meritorious students who enroll in B.Tech. / B.Sc. / B.Pharma./M.Tech program-

On the Basis of JEE Rank 2023:"
818,Haridwar University,"On the Basis of PCM%/ PCB% in Class 12th (2023, 2022):"
818,Haridwar University,Note: No meritorious scholarship for private candidates.
818,Haridwar University,"Scholarship for meritorious students who enroll in the D.Pharma. program

On the Basis of JEEP Rank 2023:"
819,Providence College of Engineering,Scholarship by College –
819,Providence College of Engineering,Fee Waiver
819,Providence College of Engineering,Management Scholarship
819,Providence College of Engineering,
819,Providence College of Engineering,"The year wise fees I am paying is ?93000. The tution fees is 75000 with an additional 18000 as special fees in which the fees of the lab, sports, placement facilities are alla included which makes a total of 93000 An initial deposit of 10000 is to be made for booking the seat and as caution fees. Other compulsary charges include exam registration fees. Almost 430 for one paper. Scholarships are included based on the percentage secured in 12th grade or the percentage secured in KEAM exam. The GEORGE MATHEW SCHOLARSHIP FUND is provided for students with low financial status based on their overall performance in academics."
820,Dr. NGP Institute of Technology,There is Pudhumaipen and Tamilpudhalvan scholarship where a Ward who studied In GO School there are Monthly Offered 1000 for there use and The Fee of semester is nearly 50000 for UG arts Filed and Some Hidden charges are There there are Some Scholarship For Students of SC and ST and SSC
820,Dr. NGP Institute of Technology,"I have joined on 2019 on the that time around 32k for my course they will increase every year like 3-4k rupees for other departments it will change. They are doing scholarships good but for specific caste, Personally i dont like it."
820,Dr. NGP Institute of Technology,For my course from joining 1st semester we need to pay 30000 thousand and later semester we can pay 27000 thousand is enough and college infrastructure is too good and placement facilities and staff are well knowledged
820,Dr. NGP Institute of Technology,"My first year college fees was Rs.1,27,000 and in additon to faculty concession of Rs.3000 i paid Rs.1,24,000. Hostel fees for my first year was Rs.86,000. for the second year the college and hostel fees was Rs.1,27,000 and Rs.90,000 respectively. currently my third year college fees is Rs.1,32,000. For the third year i had vacated my college hostel and i'm currently staying at PG."
820,Dr. NGP Institute of Technology,"I'm entry through TNEA counselling and also i'm first graduate in my tution fees around 1,10,000 and less my graduate amount of 27000 so my fees was 82,500 and in my second year i had the same fees amount 82,500.Then currently my third year was 1,12000 with additional amount of 12,000 then the reduce my graduate amount my fees was 95,000. I'm receiving postmatric scholarship through counselling in my college Rs.4000"
821,Gwalior Engineering College - [GEC],"The fee structure is very good while looking at what you get from the college. After spending 3 years in GEC, I can say whatever you pay ver here is very worthful. The fee structure is 55,000 per year. There are many scholarships available that you can opt. If you have sports experience then you can take admission on the basis of sports quota."
821,Gwalior Engineering College - [GEC],Different scholarship is providing in college on the basis of government schemes like SC and ST students get fully free education and OBC get some scholarship. General students are submitting the fees of college only.
821,Gwalior Engineering College - [GEC],"Even for loan procedure, the bank manager denied to sanction loan for such a hopeless institution."
822,United Group of Institutions - [UGI],"The yearly fees structure is 80000/ year in it all fees included like tution fees, book fees, dress etc rather than hostel fees. There are scholarship provided if any student secure in previous exam>60% then he got 10000 scholarship and also government scholarship available."
822,United Group of Institutions - [UGI],The free per year is 133 k 1000 extra for registration and book fee dress bag are included and 3000 is your caution money which is returned you after completing your course there is extra charges for extra curricular activities and events and scholarship given by university. Only for OBC students which is 60 k and
822,United Group of Institutions - [UGI],"115735 tution fees ,8000 exam fees for first year 115735 tution fees,8000 exam fees for second year 115735 +8000 for third year 115735+ 8000 for fourth year OBC and SC /ST are allowed for government scholarship but general category are not allowed for the scholarship And all the students who are seeking for the scholarship should be taken admission through counseling those directly admited students can not fill the scholarship form Collage doesn't provide any scholarship program"
822,United Group of Institutions - [UGI],The year wise fees is 1.5l for btech. Various scholarships are available such as if you score good marks in your boards your fees will be deducted and also up govt scholarship are available. Financial aids are also given to students.
822,United Group of Institutions - [UGI],"Fee is 57k per semester means for complete 3 years INR3,42,000 ONLY AND if you apply for govt scholarship we will get 40-57k scholarship I was getting 55k as an scholarship and other students are also paying same fees."
823,Sarvepalli Radhakrishnan University - [SRK],Yearwise fees are 289750 and hostel fees is 80000 per year..you can avail of scholarships based on your category mmvy and post metric and I will suggest if you have enough marks go for another college which is worth it don't waste your money and time here
823,Sarvepalli Radhakrishnan University - [SRK],The college was pretty good the environment inside is very beneficial for students their staff teachers and professors are so coprative with students but one issue is permanent bus facility is very poor also cultural activities are not held from time to time.
823,Sarvepalli Radhakrishnan University - [SRK],"When we talk about the fee structure so it was 100000 + exam fees which was 5000 per semester. Scholarships were available and for financial assistance, you can pay off your fees semester-wise. Unfortunately, campus placements were not as good as the average package offered was only 5lpa which is much less if you would have to sustain in any Metro City"
823,Sarvepalli Radhakrishnan University - [SRK],Fees was very minimal. 32 thousand per semester in which bus and library fees and games fees was included. Campus jobs was very good. No I didn't sit on the campus. Company name was tcs and stipend at that time was minimal. They was giving stipend around 15 thousand a month.
823,Sarvepalli Radhakrishnan University - [SRK],The fees at my college are not too high it's in limit and colleges are providing scholarship as well as they also give loan to students and many more things which is helpful for paying a fee so I can say that it's not too costly.
824,Ajeenkya DY Patil University - [ADYPU],I don't know about the structure but at the first sem it was 65000 to adypu and 32000 to sunstone at 2 sem it was same but suntone fees were 17000 at the 3 sem it was same of adypu and sunstone fees were 13000 and 4 sem adypu is 65500 and none of sunstone 5/6 is 45000 and somthing 55000 overall it is 475000 in which 10000 is of seat booking
824,Ajeenkya DY Patil University - [ADYPU],I have paid 2300000 for the year wise fees I am from open category and and same fees for my batchments of other categories there are lot of scholarship available in our college for financial aid that are available for students like merit com need and many more things thanks
824,Ajeenkya DY Patil University - [ADYPU],"I pay total 3,40,000 fir three years It includes the all of the tution fees If your admission has done through the management qouta then the fees will be 1,20,000"
824,Ajeenkya DY Patil University - [ADYPU],The yearly fees for b.tech+ m.tech aerospace engineering is 3.5 lakh per year and scholarship is provided to Aero CET exam or IIT JEE Exam on the basis of your merits it differs from 20% to 50% of scholarship I have received 23% of scholarship . The yearly fees for b.tech Aerospace is 2.5 lakh it has same scholarship method as above . There are no hidden fees not any compulsory or management fees and my course . Colleges provided with plenty of scholarship to each and every student and is helpful towards the aid of financial as much as they can provide to other students
824,Ajeenkya DY Patil University - [ADYPU],"I paid ?2.5lac for my first year but got a scholarship, by giving the AERO-CET exam, of 22%.Making the fee for the first year 1.95lacs. Almost every student in my class could avail the scholarship with maximum scholarship oupto 25%.This fee includes every charges like lab fee, development fee,etc. You can avail the scholarship by giving the AERO-CET exam or by giving a personal interview."
825,H.V.P.Mandal's College of Engineering & Technology,"The total fees of college is 80000 but if the student is of obc,sc,st or of any cast which gets govement scholarship then the candidate will have to pay less fees.As obc candidates gets 50% scholarships and they have to pay just 40000 fees and sc/st candidates gets more scholarship soo they have to pay 10-15k fees.With this specific scholarship money is given to students too if they belong from a family with less income.The student with less family income gets 1000-2000 in there bank account as a scholarship."
825,H.V.P.Mandal's College of Engineering & Technology,The course fee is 91000 thousand and the college fee is 1lakh and the college also charges 500 rs Minlescous receipt the cost of study around goes to 1 lakh 60 thousand Collage fees and room and mess. Government of post-matric scholarship and all types of scholarship are there Freeship
825,H.V.P.Mandal's College of Engineering & Technology,Yes I have ability Mahatma Jyotiba Phule education concession for the student offered by the the state of Maharashtra. There is a website called MHA dbt I have created the account and and applied for the online application consider for the concession.
825,H.V.P.Mandal's College of Engineering & Technology,"Yes college offers scholership for SC,NT,and OBC student by university norms as it comes into sant gadge baba amravati university.I belong to OBC community so college have me scholership each year."
825,H.V.P.Mandal's College of Engineering & Technology,college do not provide any loan or scholarship.If you also belong to st sc category then you can get 5000 rs scholarship form Goverment for that you need to fill a form on government web side and then you can get scholarship but scholarship not enough for staying in amravati with private rooms
826,"Faculty of Engineering Sciences & Technology, Adani University - [FEST]",- fee structure is structured into the semester-wise opportunity for the scholarship is good. You can also apply for the mysy scholarship and other scholarships also support from a college guide is a good campus job is good and a better experience.
826,"Faculty of Engineering Sciences & Technology, Adani University - [FEST]",If you have a good score in 12 classes then they will give you a scholarship and many other government schemes are available so yes you can try for it. The college campus is good but not excellent. the highest college placement is 5 Lpa
826,"Faculty of Engineering Sciences & Technology, Adani University - [FEST]",The cost of my study is one lakh sixty-four thousand per annum. I have got a very nice government scholarship is CMSS and it is very good support but it could be improved so everyone can avail of this scholarship.
826,"Faculty of Engineering Sciences & Technology, Adani University - [FEST]",There are quite good opportunities provided or suppose to provide but ya good. Scholarship must improve so one can take advantage as of currently only a few eligible can take advantage. As seniors review we have been provided good quality of jobs along with a stipend.
826,"Faculty of Engineering Sciences & Technology, Adani University - [FEST]","For placement, many good company comes to the campus. The fee structure for the ICT course is 165000 per year i.e. 82500 per sem. There are a total of 8 sem in the ICT course. In the last sem, we get placements."
827,IAMR Group of Institutions - [IAMR],My college fees is around 60000 per year..and government also provide the scholarship in our college..the fees of our juniors are more than our college fees they have to pay more..Our college also charged registration fees and dress fees.
827,IAMR Group of Institutions - [IAMR],"The tuition fee is as promised during the admission sessions, there's no hike as such. All the charges are included in the tuition fee except some like field visits, conferences etc. No scholarships or financial aids are available for students as of my knowledge, some students may apply for the same but they do not receive any help regarding funds."
827,IAMR Group of Institutions - [IAMR],The fees of college was 55000 when I take admission but now the fees of this course is 65000. The college were not giving proper facilities according to the fees they charge and the teacher were not also as good enough in the comparison of the fees college taking. Campus giving decent apportunity of job and the placement.
827,IAMR Group of Institutions - [IAMR],They submit the fee from two EMI kind of semester one of pay in the first two months and the second in after the first sem. No fee hikes happen when I was in college. You can fill government scholarship form.
